Sound	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
megademon_hit_4	1271	monster\megademon\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
megademon_hit_5	1272	monster\megademon\gethit5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
megademon_hit_6	1273	monster\megademon\gethit6.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
megademon_death_1	1274	monster\megademon\death1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
megademon_death_2	1275	monster\megademon\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
megademon_death_3	1276	monster\megademon\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
megademon_death_4	1277	monster\megademon\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
megademon_death_5	1278	monster\megademon\death5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
megademon_neutral_1	1279	monster\megademon\neutral1.wav	200	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
megademon_neutral_2	1280	monster\megademon\neutral2.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
megademon_neutral_3	1281	monster\megademon\neutral3.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
megademon_neutral_4	1282	monster\megademon\neutral4.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
megademon_neutral_5	1283	monster\megademon\neutral5.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
mephisto_attack_1	1284	monster\mephisto\attack1.wav	255	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_attack_2	1285	monster\mephisto\attack2.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_attack_3	1286	monster\mephisto\attack3.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_attack_4	1287	monster\mephisto\attack4.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_hit_1	1288	monster\mephisto\gethit1.wav	255	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_hit_2	1289	monster\mephisto\gethit2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_hit_3	1290	monster\mephisto\gethit3.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_hit_4	1291	monster\mephisto\gethit4.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mephisto_death	1292	monster\mephisto\death.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mephisto_loop	1293	monster\mephisto\loop.wav	60	0	1	6	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mephisto_chargedbolt_cast	1294	monster\mephisto\cast1.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mephisto_lightning_cast	1295	monster\mephisto\cast2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mephisto_orb_cast	1296	monster\mephisto\cast3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mephisto_orb	1297	monster\mephisto\orb.wav	255	0	1	0	6	0	0	0	8	1	1	0	0	100	0	0	1	0	0	24309	-1	-1
minion_attack_1	1298	monster\minion\attack1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_attack_2	1299	monster\minion\attacK2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_attack_3	1300	monster\minion\attack3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_attack_4	1301	monster\minion\attack4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_hit_1	1302	monster\minion\gethit1.wav	200	6	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_hit_2	1303	monster\minion\gethit2.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_hit_3	1304	monster\minion\gethit3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_hit_4	1305	monster\minion\gethit4.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_hit_5	1306	monster\minion\gethit5.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_hit_6	1307	monster\minion\gethit6.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_a1	1308	monster\minion\deathA1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_a2	1309	monster\minion\deathA2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_a3	1310	monster\minion\deathA3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_b1	1311	monster\minion\deathB1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_b2	1312	monster\minion\deathB2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_b3	1313	monster\minion\deathB3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_c1	1314	monster\minion\deathC1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_c2	1315	monster\minion\deathC2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_c3	1316	monster\minion\deathC3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_d1	1317	monster\minion\deathD1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_d2	1318	monster\minion\deathD2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_death_d3	1319	monster\minion\deathD3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_morph_1	1320	monster\minion\morph5.wav	200	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_morph_2	1321	monster\minion\morph6.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_morph_3	1322	monster\minion\morph3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_morph_4	1323	monster\minion\morph4.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
minion_neutral_1	1324	monster\minion\neutral1.wav	150	8	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minion_neutral_2	1325	monster\minion\neutral2.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minion_neutral_3	1326	monster\minion\neutral3.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minion_neutral_4	1327	monster\minion\neutral4.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minion_neutral_5	1328	monster\minion\neutral5.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minion_neutral_6	1329	monster\minion\neutral6.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minion_neutral_7	1330	monster\minion\neutral7.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minion_neutral_8	1331	monster\minion\neutral8.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
minionsuicide_neutral_1	1332	monster\minion\suicideneutral1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
minionsuicide_neutral_2	1333	monster\minion\suicideneutral2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
minionsuicide_neutral_3	1334	monster\minion\suicideneutral3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
minionsuicide_neutral_4	1335	monster\minion\suicideneutral4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_attack_1	1336	monster\moo\attack1.wav	200	6	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_attack_2	1337	monster\moo\attack2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_attack_3	1338	monster\moo\attack3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_attack_4	1339	monster\moo\attack4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_attack_5	1340	monster\moo\attack5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_attack_6	1341	monster\moo\attack6.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_hit_1	1342	monster\moo\gethit1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_hit_2	1343	monster\moo\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_hit_3	1344	monster\moo\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_hit_4	1345	monster\moo\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
moo_death_1	1346	monster\moo\death1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
moo_death_2	1347	monster\moo\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
moo_death_3	1348	monster\moo\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
moo_death_4	1349	monster\moo\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
moo_death_5	1350	monster\moo\death5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
moo_neutral_1	1351	monster\moo\neutral1.wav	200	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
moo_neutral_2	1352	monster\moo\neutral2.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
moo_neutral_3	1353	monster\moo\neutral3.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
moo_neutral_4	1354	monster\moo\neutral4.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
moo_neutral_5	1355	monster\moo\neutral5.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
mosquito_attack_1	1356	monster\mosquito\attack1.wav	200	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_attack_2	1357	monster\mosquito\attack2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_attack_3	1358	monster\mosquito\attack3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_attack_4	1359	monster\mosquito\attack4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_attack_5	1360	monster\mosquito\attack5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_longattack_1	1361	monster\mosquito\attack long1.wav	200	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_longattack_2	1362	monster\mosquito\attack long2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_longattack_3	1363	monster\mosquito\attack long3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_longattack_4	1364	monster\mosquito\attack long4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_longattack_5	1365	monster\mosquito\attack long5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_hit_1	1366	monster\mosquito\gethit1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_hit_2	1367	monster\mosquito\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_hit_3	1368	monster\mosquito\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_hit_4	1369	monster\mosquito\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_hit_5	1370	monster\mosquito\gethit5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mosquito_death_1	1371	monster\mosquito\death1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mosquito_death_2	1372	monster\mosquito\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mosquito_death_3	1373	monster\mosquito\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mosquito_death_4	1374	monster\mosquito\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mosquito_loop	1375	monster\mosquito\loop.wav	200	0	1	12	12	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mummy_attack_1	1376	monster\mummy\attack1.wav	176	6	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_attack_2	1377	monster\mummy\attack2.wav	176	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_attack_3	1378	monster\mummy\attack3.wav	176	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_attack_4	1379	monster\mummy\attack4.wav	176	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_attack_5	1380	monster\mummy\attack5.wav	176	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_attack_6	1381	monster\mummy\attack6.wav	176	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_hit_1	1382	monster\mummy\gethit1.wav	176	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_hit_2	1383	monster\mummy\gethit2.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_hit_3	1384	monster\mummy\gethit3.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_hit_4	1385	monster\mummy\gethit4.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_hit_5	1386	monster\mummy\gethit5.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
mummy_death_1	1387	monster\mummy\death1.wav	176	4	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mummy_death_2	1388	monster\mummy\death2.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mummy_death_3	1389	monster\mummy\death3.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mummy_death_4	1390	monster\mummy\death4.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
mummy_neutral_1	1391	monster\mummy\neutral1.wav	176	3	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
mummy_neutral_2	1392	monster\mummy\neutral2.wav	176	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
mummy_neutral_3	1393	monster\mummy\neutral3.wav	176	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
mummy_generator_death	1394	monster\mummy\mummygeneratordeath.wav	176	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attack_1	1395	monster\overseer\attack1.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attack_2	1396	monster\overseer\attack2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attack_3	1397	monster\overseer\attack3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attack_4	1398	monster\overseer\attack4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attack_5	1399	monster\overseer\attack5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_hit_1	1400	monster\overseer\gethit6.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_hit_2	1401	monster\overseer\gethit7.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_hit_3	1402	monster\overseer\gethit3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_hit_4	1403	monster\overseer\gethit4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_hit_5	1404	monster\overseer\gethit5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_death_1	1405	monster\overseer\death1.wav	255	6	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_death_2	1406	monster\overseer\death2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_death_3	1407	monster\overseer\death3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_death_4	1408	monster\overseer\death4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_death_5	1409	monster\overseer\death5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_death_6	1410	monster\overseer\death6.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_neutral_1	1411	monster\overseer\neutral1.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_neutral_2	1412	monster\overseer\neutral2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_neutral_3	1413	monster\overseer\neutral3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_neutral_4	1414	monster\overseer\neutral4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_neutral_5	1415	monster\overseer\neutral5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whip_1	1416	monster\overseer\whip1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whip_2	1417	monster\overseer\whip2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whip_3	1418	monster\overseer\whip3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whip_4	1419	monster\overseer\whip4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whipcrack_1	1420	monster\overseer\whipcrack1.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whipcrack_2	1421	monster\overseer\whipcrack2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whipcrack_3	1422	monster\overseer\whipcrack3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whipcrack_4	1423	monster\overseer\whipcrack4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_whipcrack_5	1424	monster\overseer\whipcrack5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_healcast_1	1425	monster\overseer\healcast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_healcast_2	1426	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_healcast_3	1427	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_healmissile	1428	monster\overseer\missile.wav	255	0	1	2	4	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attract_1	1429	monster\overseer\attract1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attract_2	1430	monster\overseer\attract2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attract_3	1431	monster\overseer\attract3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
overseer_attract_4	1432	monster\overseer\attract4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
pantherwoman_attack_1	1433	monster\pantherwoman\attack1.wav	200	4	0	0	0	0	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_attack_2	1434	monster\pantherwoman\attack2.wav	200	0	0	0	0	0	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_attack_3	1435	monster\pantherwoman\attack3.wav	200	0	0	0	0	0	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_attack_4	1436	monster\pantherwoman\attack4.wav	200	0	0	0	0	0	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_hit_1	1437	monster\pantherwoman\gethit1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_hit_2	1438	monster\pantherwoman\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_hit_3	1439	monster\pantherwoman\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_hit_4	1440	monster\pantherwoman\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pantherwoman_death_1	1441	monster\pantherwoman\death1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
pantherwoman_death_2	1442	monster\pantherwoman\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
pantherwoman_death_3	1443	monster\pantherwoman\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
pantherwoman_death_4	1444	monster\pantherwoman\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
pantherwoman_neutral_1	1445	monster\pantherwoman\neutral1.wav	255	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
pantherwoman_neutral_2	1446	monster\pantherwoman\neutral2.wav	255	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
pantherwoman_neutral_3	1447	monster\pantherwoman\neutral3.wav	255	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
pantherwoman_neutral_4	1448	monster\pantherwoman\neutral4.wav	255	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
pantherwoman_neutral_5	1449	monster\pantherwoman\neutral5.wav	255	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
pinhead_attack_1	1450	monster\pinhead\attack1.wav	200	6	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pinhead_attack_2	1451	monster\pinhead\attack2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pinhead_attack_3	1452	monster\pinhead\attack3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pinhead_attack_4	1453	monster\pinhead\attack4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pinhead_attack_5	1454	monster\pinhead\attack5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pinhead_attack_6	1455	monster\pinhead\attack6.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pinhead_hit_1	1456	monster\pinhead\gethit1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
pinhead_hit_2	1457	monster\pinhead\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
