Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
sandmaggot5	72	sandmaggot1	sandmaggot6	4	WorldKiller	sandmaggot5		sandmaggot	SandMaggot	Lays Eggs	SM	1			maggotegg5	0	0	S1							2	3		4	4	1	27	57	85	sandmaggot	sandmaggot	10	15	14	13				55	55	55	70	70	70	2	2	2	90	90	90	80	80	80											goospit5								1													1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																100	75	50	-50	-40	-33													66		33			125	2				27	27	27	5	140	172	84	127	89	189	93							110	150	115	125	70	110	75							110	150	115	125	70	110	75																																																	Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
clawviper1	73	clawviper1	clawviper2	0	TombViper	clawviper1		clawviper	ClawViper		SD	1													1	2		4	4	1	11	43	75	clawviper	clawviper	10	15	14	13				40	45	45	8	10	12	75	75	75	50	50	50	15	10	10	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	75	50	-50	-45	-40													40		33		100		2				12	12	12	5	67	109	84	78	51	88	92	63	101	92				75	110	125	100	60	80	135	60	105	135				75	110	125	100	60	80	135	60	105	135				A1	fire	100	50	87		100	60	70		100	60	70																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
clawviper2	74	clawviper1	clawviper3	1	ClawViper	clawviper2		clawviper	ClawViper		SD	1													1	3		4	10	1	15	45	76	clawviper	clawviper	10	15	14	13				45	50	50	8	10	12	80	80	80	60	60	60	12	12	9	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	75	50	-50	-45	-40					20						40		40		33		120		2				16	16	16	5	66	107	84	78	61	101	94	61	101	94				75	110	125	100	60	80	135	60	105	135				75	110	125	100	60	80	135	60	105	135				A1	ltng	100	5	120		100	5	120		100	5	120																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
clawviper3	75	clawviper1	clawviper4	2	Salamander	clawviper3		clawviper	ClawViper		SD	1													2	3		5	12	1	18	46	77	clawviper	clawviper	10	15	14	13				50	55	55	8	10	12	85	85	85	70	70	70	9	9	8	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	75	50	-50	-45	-40					40						70		40		33		110		2				18	18	18	5	66	108	84	78	51	92	92	59	101	92				75	110	125	100	60	80	135	60	105	135				75	110	125	100	60	80	135	60	105	135				A1	fire	100	50	91		100	60	70		100	60	70																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
clawviper4	76	clawviper1	clawviper5	3	PitViper	clawviper4		clawviper	ClawViper		SD	1													2	4		5	12	1	22	51	82	clawviper	clawviper	10	15	14	13				55	60	60	8	10	12	88	88	88	75	75	75	7	7	7	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	75	50	-50	-45	-40					60	60					80	60	40		33		130	60	2				22	22	22	5	66	107	85	78	58	101	94	65	108	94				75	110	125	100	60	80	135	60	105	135				75	110	125	100	60	80	135	60	105	135				A1	pois	100	15	15	200	100	25	25	200	100	33	33	200																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
clawviper5	77	clawviper1	clawviper6	4	SerpentMagus	clawviper5		clawviper	ClawViper		SD	1													3	4		6	14	1	24	54	85	clawviper	clawviper	10	15	14	13				60	65	65	8	10	12	90	90	90	80	80	80	5	5	5	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	75	50	-50	-45	-40		40			80	20		70			80	60	40	70	33		120	60	2				24	24	24	5	65	107	85	78	51	94	92	57	101	92				75	110	125	100	60	80	135	60	105	135				75	110	125	100	60	80	135	60	105	135				A1	cold	100	50	93	100	100	60	80	100	100	60	100	100																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
sandleaper1	78	sandleaper1	sandleaper2	0	SandLeaper	sandleaper1		sandleaper	SandLeaper		SL	1													1	3		10	10	1	14	43	75	sandleaper	sandleaper	10	15	14	13				20	21	23	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	1																						100	85	75	-50	-40	-33									50						100				2				15	15	15	5	67	194	84	94	61	121	94	61	121	94				40	80	130	95	65	120	100	55	100	90				40	80	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sandleaper2	79	sandleaper1	sandleaper3	1	CaveLeaper	sandleaper2		sandleaper	SandLeaper		SL	1													2	3		8	8	1	15	44	76	sandleaper	sandleaper	10	15	14	13				20	21	23	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	2																						100	85	75	-50	-40	-33											50						100		2				16	16	16	5	66	194	84	94	61	121	94	61	121	94				40	80	130	95	65	120	100	55	100	90				40	80	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sandleaper3	80	sandleaper1	sandleaper4	2	TombCreeper	sandleaper3		sandleaper	SandLeaper		SL	1													2	4		8	8	1	17	46	77	sandleaper	sandleaper	10	15	14	13				20	21	24	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	3																						100	85	75	-50	-40	-33			40						60						105				2				17	17	17	5	64	192	84	94	64	128	92	64	128	92				40	80	130	95	65	120	100	55	100	90				40	80	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandleaper4	81	sandleaper1	sandleaper5	3	TreeLurker	sandleaper4		sandleaper	SandLeaper		SL	1													3	4		8	8	1	22	52	80	sandleaper	sandleaper	10	15	14	13				20	22	24	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	4																						100	85	75	-50	-40	-33			20	40					70	70					80	100			2				22	22	22	5	66	192	85	94	65	122	94	65	122	94				40	80	130	95	65	120	100	55	100	90				40	80	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
sandleaper5	82	sandleaper1	sandleaper6	4	RazorPitDemon	sandleaper5		sandleaper	SandLeaper		SL	1													3	5		8	8	1	26	56	82	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	5																						100	85	75	-50	-40	-33	20		60	40			20		80	70			25		80	100			2				26	26	26	5	65	193	84	99	59	118	93	59	118	93				40	80	130	95	65	120	100	55	100	90				40	80	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
pantherwoman1	83	pantherwoman1	pantherwoman2	0	Huntress	pantherwoman1		pantherwoman	PantherWoman		PW	1													1	3		5	10	1	14	43	75	pantherwoman	pantherwoman	10	15	14	13				70	70	70	70	75	80	8	8	12	6	6	6	0	25	50																			1	1									1			1	1							1																										100	100	100	-50	-40	-33													15				100		2				15	15	15	5	57	97	64	71	51	121	94							60	100	105	80	50	90	200							60	100	105	80	50	90	200																																																	Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
pantherwoman2	84	pantherwoman1	pantherwoman3	1	SaberCat	pantherwoman2		pantherwoman	PantherWoman		PW	1													2	3		6	11	1	15	44	76	pantherwoman	pantherwoman	10	15	14	13				80	80	80	80	80	85	12	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																										100	100	100	-50	-40	-33													15		100				2				20	20	20	5	57	97	63	70	51	121	94							60	100	105	80	50	90	200							60	100	105	80	50	90	200																																																	Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
pantherwoman3	85	pantherwoman1	pantherwoman4	2	NightTiger	pantherwoman3		pantherwoman	PantherWoman		PW	1													2	4		7	12	1	17	46	77	pantherwoman	pantherwoman	10	15	14	13				90	90	90	90	90	90	16	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																										100	100	100	-50	-40	-33													15			100			2				25	25	25	5	59	95	63	71	55	128	92							60	100	105	80	50	90	200							60	100	105	80	45	80	200							A1	cold					15	40	75	150	50	45	100	250																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
pantherwoman4	86	pantherwoman1	pantherwoman5	3	HellCat	pantherwoman4		pantherwoman	PantherWoman		PW	1													3	4		8	13	1	19	48	79	pantherwoman	pantherwoman	10	15	14	13				90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																										100	100	100	-50	-40	-33													15				120		2				30	30	30	5	58	96	63	70	47	116	93							60	100	105	80	50	90	200							60	100	105	80	45	80	200							A1	fire					15	50	80		50	50	120																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
swarm1	87	swarm1	swarm2	0	Itchies	swarm1		swarm	Swarm	drains stamina	SW	1													4	8		5	5	1	16	45	76	swarm	swarm	10	15	14	13				60	60	60	20	20	18	50	55	65																									1	1												1	1									Swarm Move	seq_swarmmove	1																									-50	-40	-33	60						70						100						2				17	17	17	5	21	45	84	61	73	91	94							20	40	120	60	45	60	70							20	40	120	60	45	65	70							A1	stam	40	72	90		100	100	200		100	100	200																														Swarm 1	Act 2 Champ B	Act 2 Unique B		Swarm 1 (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		Swarm 1 (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
swarm2	88	swarm1	swarm3	1	BlackLocusts	swarm2		swarm	Swarm	drains stamina	SW	1													5	8		6	6	1	17	45	84	swarm	swarm	10	15	14	13				60	60	60	20	18	15	50	55	65																									1	1												1	1									Swarm Move	seq_swarmmove	1																									-50	-40	-33	70						80						100						2				17	17	17	5	23	45	84	61	73	91	92							20	40	120	60	45	60	70							20	40	120	60	45	65	70							A1	stam	60	72	90		100	100	200		100	100	200																														Swarm 1	Act 2 Champ B	Act 2 Unique B		Swarm 1 (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		Swarm 1 (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
swarm3	89	swarm1	swarm4	2	PlagueBugs	swarm3		swarm	Swarm	drains stamina	SW	1													6	8		7	7	1	21	48	79	swarm	swarm	10	15	14	13				60	60	60	20	18	13	50	60	70																									1	1												1	1									Swarm Move	seq_swarmmove	1																									-50	-40	-33	80						90						100						2				21	21	21	5	21	44	85	61	72	86	94							20	40	120	60	45	60	70							20	40	120	60	45	65	70							A1	stam	80	71	85		100	100	200		100	100	200																														Swarm 2	Act 3 Champ B	Act 3 Unique B		Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B								0
swarm4	90	swarm1	swarm5	3	HellSwarm	swarm4		swarm	Swarm	drains stamina	SW	1													7	9		8	8	1	22	52	81	swarm	swarm	10	15	14	13				60	60	60	20	16	12	50	60	70																									1	1												1	1									Swarm Move	seq_swarmmove	1																									-50	-40	-33	90			40			90			70			100			70			2				22	22	22	5	22	44	85	61	79	93	94							20	40	120	60	45	60	70							20	40	120	60	45	65	70							A1	stam	90	78	92		100	100	200		100	100	200		A1	fire					25	30	50		40	40	60																Swarm 2	Act 3 Champ B	Act 3 Unique B		Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B								0
scarab1	91	scarab1	scarab2	0	DungSoldier	scarab1		scarab	Scarab		SC	1							scarab1		1	1	2	4	2	4		4	4	1	14	43	75	scarab	scarab	10	15	14	13				75	80	84	50	50	50	15	13	12	35	45	55	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	1																						100	75	50	-50	-40	-25													50			100			2				15	15	15	5	67	111	84	125	51	151	94	51	121	94	1	2	95	70	110	145	125	55	110	120	55	110	140	40	70	95	70	110	145	125	55	110	120	55	110	140	40	70	95	A1	ltng	20	10	20		20	15	30		20	15	30																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
scarab2	92	scarab1	scarab3	1	SandWarrior	scarab2		scarab	Scarab		SC	1							scarab2		1	1	3	4	3	4		5	5	1	16	45	76	scarab	scarab	10	15	14	13				80	85	88	60	60	60	12	11	10	45	55	65	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	2																						100	75	50	-50	-40	-25													50			105			3				17	17	17	5	68	112	84	125	55	155	94	55	119	94	1	2	95	70	110	145	125	55	110	120	55	110	140	40	70	95	70	110	145	125	55	110	120	55	110	140	40	70	95	A1	ltng	20	9	27		20	15	30		20	15	30		A1	pois					10	10	10	50	20	15	15	50															Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
scarab3	93	scarab1	scarab4	2	Scarab	scarab3		scarab	Scarab		SC	1							scarab3		1	1	3	5	3	5		5	5	1	17	45	84	scarab	scarab	10	15	14	13				85	88	92	70	70	70	9	9	9	55	65	70	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	3																						100	75	50	-50	-40	-25													50			110			4				17	17	17	5	67	112	84	125	55	155	92	55	128	92	1	2	95	70	110	145	125	55	110	120	55	110	140	40	70	95	70	110	145	125	55	110	120	55	110	140	40	70	95	A1	ltng	25	18	27		25	15	30		25	15	30																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
scarab4	94	scarab1	scarab5	3	SteelWeevil	scarab4		scarab	Scarab		SC	1							scarab4		1	1	4	5	4	5		6	6	1	19	48	79	scarab	scarab	10	15	14	13				88	91	94	75	75	75	7	7	7	65	70	75	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	4																						100	75	50	-50	-40	-25													50			115			5				19	19	19	5	68	111	84	125	47	147	93	47	116	93	1	2	95	70	110	145	125	55	110	120	55	110	140	40	70	95	70	110	145	125	55	110	120	55	110	140	40	70	95	A1	ltng	25	15	30		25	15	30		25	15	30																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
scarab5	95	scarab1	scarab6	4	AlbinoRoach	scarab5		scarab	Scarab		SC	1							scarab5		1	1	4	5	4	5		6	6	1	24	54	85	scarab	scarab	10	15	14	13				90	94	96	70	70	70	70	70	70	70	75	80	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	5																						100	75	50	-50	-40	-25													50			120			6				24	24	24	5	67	111	85	125	51	151	92	51	119	92	1	2	95	70	110	145	125	55	110	120	55	110	140	40	70	95	70	110	145	125	55	110	120	55	110	140	40	70	95	A1	ltng	30	18	25		30	15	30		30	15	30																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
mummy1	96	mummy1	mummy2	0	DriedCorpse	mummy1		mummy	Mummy		MM	1													2	4		3	3	1	13	43	74	mummy	mummy	10	15	14	13				5	9	15	60	60	60	100	100	100	65	65	65	10	10	10																			1	1					1							1	1							1																										100	66	33	-50	-40	-25						70						80	50			33	33	100	2				14	14	14	5	68	158	84	86	56	112	93	56	112	93				100	140	95	100	60	105	105							100	140	95	100	60	105	105							A1	pois	10	33	33	200	25	33	33	300	25	33	33	400																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
mummy2	97	mummy1	mummy3	1	Decayed	mummy2		mummy	Mummy		MM	1													3	4		3	3	1	15	44	79	mummy	mummy	10	15	14	13				10	12	18	50	50	50	100	100	100	60	60	60	10	10	10																			1	1					1							1	1							1																										100	66	33	-50	-40	-25						70						80	50			33	33	100	2				16	16	16	5	69	157	84	87	61	111	94	61	111	94				100	140	95	100	60	105	105							100	140	95	100	60	105	105							A1	pois	10	33	33	200	25	33	33	300	25	33	33	400																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
mummy3	98	mummy1	mummy4	2	Embalmed	mummy3		mummy	Mummy		MM	1													3	5		3	3	1	18	46	77	mummy	mummy	10	15	14	13				15	16	21	30	30	30	100	100	100	50	50	50	10	10	10																			1	1					1							1	1							1																										100	66	33	-50	-40	-25						70						80	50			33	33	105	2				18	18	18	5	69	156	84	86	51	109	92	51	109	92				100	140	95	100	60	105	105							100	140	95	100	60	105	105							A1	pois	10	33	33	200	30	33	33	300	30	33	33	400																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
mummy4	99	mummy1	mummy5	3	PreservedDead	mummy4		mummy	Mummy		MM	1													4	5		3	3	1	23	49	80	mummy	mummy	10	15	14	13				20	22	23	40	40	40	100	100	100	55	55	55	10	10	10																			1	1					1							1	1							1																										100	66	33	-50	-40	-25						70						80	50			33	33	105	2				23	23	23	5	69	155	85	86	54	107	92	54	107	92				100	140	95	100	60	105	105							100	140	95	100	60	105	105							A1	pois	10	33	33	200	30	33	33	300	30	33	33	400																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
mummy5	100	mummy1	mummy6	4	Cadaver	mummy5		mummy	Mummy		MM	1													4	5		3	3	1	25	55	83	mummy	mummy	10	15	14	13				25	25	25	50	50	50	100	100	100	55	55	55	10	10	10																			1	1					1							1	1							1																										100	66	33	-50	-40	-25						70						80	50			33	33	110	2				25	25	25	5	70	154	85	89	57	107	93	57	107	93				100	140	95	100	60	105	105							100	140	95	100	60	105	105							A1	pois	10	33	33	200	35	33	33	800	35	33	33	400																													Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
unraveler1	101	unraveler1	unraveler2	0	HollowOne	unraveler1		unraveler	GreaterMummy	raises undead	GY	1							skeleton2				2	8	1	1		2	2	1	15	44	79	unraveler	unraveler	12	15	14	13				70	70	70	30	35	40	40	45	50	60	70	80	24	27	31											mummy1								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	1																100	66	33	-50	-33	-25						50						50	33	20	20	100	20	50	3			1		15	33	5	194	238	84	136	121	161	94							170	210	120	300	110	140	160							170	210	120	300	110	140	160							A1	pois	15	120	160	1000	15	33	33	1000	15	33	33	1000																													Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
unraveler2	102	unraveler1	unraveler3	1	Guardian	unraveler2		unraveler	GreaterMummy	raises undead	GY	1							skeleton3				2	8	1	1		2	2	1	18	46	77	unraveler	unraveler	12	15	14	13				75	75	75	35	40	45	45	50	50	70	75	85	24	27	31											mummy2								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	2																100	66	33	-50	-33	-25						50						50	33	100	100	20	20	50	3			1		15	33	5	193	237	84	136	117	151	92							170	210	120	300	110	140	160							170	210	120	300	110	140	160							A1	pois	20	116	150	1100	20	33	33	1100	20	33	33	1100																													Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
unraveler3	103	unraveler1	unraveler4	2	Unraveler	unraveler3		unraveler	GreaterMummy	raises undead	GY	1							skeleton4				2	8	1	1		3	3	1	20	49	80	unraveler	unraveler	12	15	14	13				80	80	80	40	45	50	50	55	50	80	85	90	24	27	31											mummy3								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	3																100	66	33	-50	-33	-25						50		50				50	33	100	20	20	100	50	3			1		15	33	5	193	236	85	136	124	154	93							170	210	120	300	110	140	160							170	210	120	300	110	140	160							A1	pois	25	123	153	1200	25	33	33	1200	25	33	33	1200																													Act 2 Cast C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
unraveler4	104	unraveler1	unraveler5	3	Horadrim Ancient	unraveler4		unraveler	GreaterMummy	raises undead	GY	1							skeleton5				2	8	1	1		4	4	1	23	52	84	unraveler	unraveler	12	15	14	13				85	85	85	45	50	55	55	55	55	85	85	90	24	27	31											mummy4								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	4																100	66	33	-50	-33	-25						50		25	25	25	25	50	33	100	50	50	50	50	3			1		15	33	5	192	236	85	136	121	154	92							170	210	120	300	110	140	160							170	210	120	300	110	140	160							A1	pois	30	120	153	1500	30	33	33	1500	30	33	33	1500																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
