Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
blizzardexplode1	163	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar01	1024	6	16						1		1									1						1			1				1			1						4		8																																					1																						0
blizzardexplode2	164	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar02	1024	6	16						1		1									1						1			1				1			1						4		8																																					1																						0
blizzardexplode3	165	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar02	1024	6	16						1		1									1						1			1				1			1						4		8																																					1																						0
thunderstorm1	166	1		3																																																	2	2			9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3					1							1	1			1					Thunder Storm	4																																							1			sorceress_thunder_bolt																			0
thunderstorm2	167	1		3																																																	2	2			9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3					1							1	1			1					Thunder Storm	4																																							1			sorceress_thunder_bolt																			0
thunderstorm3	168	1		3																																																	2	2			9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3					1							1	1			1					Thunder Storm	4																																							1			sorceress_thunder_bolt																			0
thunderstorm4	169	1		3																																																	2	2			9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3					1							1	1			1					Thunder Storm	4																																							1			sorceress_thunder_bolt																			0
monsterlight	170	8	10	1																	3	Subloops																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1								8																		ltng	15	0	0	0	0	0	30	30	30	30	30	30							1			monster_lightning_1			lightning									lightninghit							0
poisonball	171	1		1																																																	12	12			30				255	255	255	0	0	0	poisonNova	1024	30	16					3	1		1		1							1											1					1																										pois	6	6	6	6	6	6	6	6	6	6	6	6		400					32																						0
diablight	172	1	10	1							30	Minimum range																																									20	20			30		3		255	255	255	1	0	0	DiabloLightning	1024	15	16					3			1		1			3				2							1				1					1		1						6					7	10	10	10	10	10	15	10	10	10	10	10		ltng	25	16	16	16	16	16	66	16	16	16	16	16							8		82	diablo_laser	fingermage_bolt_impact_1		diablolightning																0
redemption	173	1		1																																																					18		6		255	255	255	0	0	0	RedemptionGhost	1024	16	16								1			1						1						1			1							1								8																																					1																						0
redemptionfail	174	1		1																																																					13		5		255	178	64	0	0	0	CorpseExplodeGuts	1024	13	16								1			1						1						1			1															8																																					4																						0
handofgod	175	1		3																																																	2	2			9		10		255	255	255	0	0	1	LightningBolt	1024	8	16					3			1									1					1						1	1	1			1					Fist of the Heavens	4																																							1																						0
diabfire	176	1		1																																																	30	30			50		3		255	255	255	1	0	1	groundFireBig	1024	37	16		1	12	36	3			1		1		1	4				2							1				1					1								8																		fire	20	8	8	8	8	8	50	8	8	8	8	8						32	1			diablo_firecircle																			0
fingermagespider	177	15	10	11	19				5	repath frame	20	activation dist	2	delta							3	spawn frame	20	spawn life	5	repath frame	20	activation dist	2	delta																							6	6			80				255	178	178	1	0	1	FingerMageSpider	1024	5	16					3	1		1		1							1											1	1	1			1						4		7					3	2	2	2	2	2	9	2	2	2	2	2		fire	6	6	7	8	8	8	12	6	7	8	8	8							16			fingermage_bolt	fingermage_bolt_impact_1		fingermagespiderexplode									fingermagespider							0
electric throwaxe	178	1	10	1																																																	24	24			20		4		255	255	255	1	0	1	MissileHandAxe	1024	8	16					3	1		1		1							1				1							1	1	1					1				4		8																		ltng	5	4	4	4	4	4	10	4	4	4	4	4							32						lightning																0
diabwallmaker	179	16		12																																																	20	20			80		3		255	178	64	2	0	1	groundFireMedium	1024	2	16		1	1	2	3			1		1	1						1							1				1		1			1						4		8																																					1								diabwall							diabwall							0
diabwall	180	5		1																																																					36		3	4	255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3						1						2							1				1					1								3					4	2	2	2	2	2	12	2	2	2	2	2		fire	12	5	5	5	5	5	25	5	5	5	5	5							1		41	diablo_firewall																			0
curseamplifydamage	181	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
cursedimvision	182	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
curseweaken	183	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
curseironmaiden	184	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
curseterror	185	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
curseattract	186	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
cursereversevampire	187	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
curseconfuse	188	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
cursedecrepify	189	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
curselowerresist	190	1		1																																																					20				255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
cursecenter	191	17		1																	7	active frames																																			20				255	0	0	0	0	0	null	1024	2	16								1															1			1																																																				1																						0
bonespear	192	18	24	1																	3	Subloops																															24	24			40		3		255	255	255	0	0	1	BoneSpear	1024	6	16					3			1		1							1											1	1	1			1					Bone Spear	4		8																																				6	16			necromancer_bonespear_1	paladin_holybolt_impact_1			bonespearexplode								bonespeartrail			teethexplode				0
bonespirit	193	7	13	7	10				5	Retarget Frame	15	retarget radius									5	Retarget Frame																															12	12			128		3		255	255	255	1	0	1	BoneSpirit	1024	8	16					3	1				1						-30	1					1						1	1	1			1					Bone Spirit	4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1			bonespiritexplode															0
coldunique	194	1		1																																																	24	24		-1000	14				81	81	255	0	0	0	FrostNova	1024	14	16					3			1		1		1	3				1									1		1	1				1								8																		cold	6	4	5	6	8	10	8	4	5	6	8	10		75	25	25	25		16			sorceress_frostnova																			0
lightunique	195	1	10	1																																																	12	12			98		3	4	255	255	255	1	3	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1									1		1	1	1			1						4		8																		ltng	1	2	2	2	2	2	1	2	2	2	2	2						64	16			sorceress_chargedbolt_1																			0
skbowarrow1	196	1		1																																																	24	24			40				255	255	255	1	0	1	Arrow	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		128																																		10	32			weapon_bow_1																			0
skbowarrow2	197	1		1																																																	24	24			40				255	255	255	1	0	1	Arrow	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		128																																		10	32			weapon_bow_1																			0
skbowarrow3	198	1		1																																																	24	24			40				255	255	255	1	0	1	Arrow	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		128																																		10	32			weapon_bow_1																			0
skbowarrow4	199	1		1																																																	24	24			40		5		255	178	64	1	0	1	FireArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1		1				4		8		128																																		10	32			amazon_firearrow_1	sorceress_firebolt_impact_1																		0
skbowarrow5	200	1		1																																																	24	24			40		5		255	255	255	1	0	1	SafeArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1		1				4		8		128																																		10	32			amazon_magicarrow_1																			0
nova1	201	1	10	1																																																	24	24		-1000	13				255	255	255	0	0	0	null	1024	2	16					3			1				1	4				1									1			1	1			1					Nova	4																																						64	1			sorceress_nova			lightning																0
nova2	202	1	10	1																																																	24	24		-1000	13				255	255	255	0	0	0	null	1024	2	16					3			1				1	4				1									1			1	1			1					Nova	4																																						64	1			sorceress_nova			lightning																0
andypoisonbolt	203	1		1																																																	20	20			50		5		255	255	255	3	0	0	poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1						4							1280	1280	1280	1280	1280	1280	1792	1280	1280	1280	1280	1280		pois	32	38	44	40	46	52	64	38	44	40	46	52		800	10	10	10		32			andariel_cast_small																			0
teethexplode	204	1		1																																																					13				0	0	0	0	0	0	teethexplode	1024	13	16																							1			1							1																																													1																						0
lightningjavelin	205	1	10	1		12																																									dl12	convert to elemental%	100	base conversion	0	conversion/lvl	30	30			25		6		255	255	255	0	0	1	LightningJavelin	1024	5	16					3	1		1		1							2											1	1	1			1	1	1			Lightning Bolt	4																				ltng																		64	16			amazon_lightning_1			lightning																0
lightningfury	206	1	25	1	20																												0	range (0=skill)	0	max (0 = skill)					0	range (0=skill)	0	max (0 = skill)									30	30			25		6		255	255	255	0	0	1	LightningJavelin	1024	5	16					3	1		1		1							2											1	1	1			1	1	1			Lightning Fury	4																																						64	16			amazon_lightning_1								furylightning							furylightning				0
bonewallmaker	207	1		13																																																	12	12			7	2	3		255	255	255	0	0	0	null	1024	2	16					8			1		1	1						1											1					1								8																																					1																						0
necromage1	208	1		1																																																	14	14			30		5		255	255	255	1	0	0	poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1						4													1280							pois	6	1	2	4	6	8	6	1	2	4	6	8		500	250	250	250		32			monster_poisonbolt																			0
necromage2	209	1		1																																																	14	14			30		5		255	255	255	1	0	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1						4		8																		cold	1	1	2	3	4	5	4	1	2	3	4	5		25	25	25	25		16			monster_icebolt_1																			0
necromage3	210	1		1																																																	14	14			30		5		255	255	255	1	0	1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1						4		8																		fire	2	2	3	5	7	9	6	2	3	5	7	9							16			monster_fireball	sorceress_firebolt_impact_1			shamanexp															0
necromage4	211	1		1																																																	14	14			30		5		255	255	255	1	0	1	ChargedBolt	1024	10	16					3	1		1		1							1											1	1	1			1						4		8																		ltng	1	1	1	1	1	1	7	3	5	8	11	14							16			monster_chargedbolt_1																			0
sparkle	212	1		1																																																	4	4			30				255	255	255	1	0	1	Gleam	1024	8	16					3	1		1		1							1											1		1			1						4		8																		pois	2	2	2	2	2	2	6	2	2	2	2	2							1																						0
multipleshotarrow	213	1		1																																																	24	24			50				255	255	255	1	0	0	Arrow	1024	1	16					3	1		1		1		1	4				1				1							1	1	1					1				4		8		96																																		10	32			amazon_multi_arrow_1																			0
multipleshotbolt	214	1		1																																																	24	24			50				255	255	255	1	0	0	XBowBolt	1024	1	16					3	1		1		1		1	4				1				1							1	1	1					1				4		8		96																																		10	32			weapon_xbow_1																			0
chargedstrikebolt	215	1	10	1																																																	12	12			98		3	4	255	255	255	1	3	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1					Charged Strike	4		8																																					16			sorceress_chargedbolt_1																			0
bonespearexplode	216	1		1																																																					13				0	0	0	0	0	0	teethexplode	1024	13	16																							1			1							1								8																																					1																						0
poisonexplosioncloud	217	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				128	255	128	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1					Poison Explosion			8																																					8			object_poison_loop												poisonpuff							0
bonecast	218	1																																																							20				255	255	255	0	0	0	BoneCast	1024	16	16																												1					1								8																																					16																						0
battlecry	219	1		1	21																																																12	12		-1000	12				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3			1				1	4				1																1																																													32			barbarian_circle_1																			0
primepoisoncloud	220	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				255	255	255	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1																										pois	10	5	5	5	5	5	10	5	5	5	5	5		300	20	20	20		8			object_poison_loop												poisonpuff							0
plaguejavcloud	221	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				255	255	255	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1					Plague Javelin					-1																																			8			object_poison_loop												poisonpuff							0
rancidgascloud	222	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				255	255	255	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1																										pois	123						123							50					8			object_poison_loop												poisonpuff							0
chokinggascloud	223	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				255	255	255	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1																										pois	246						246							50					8			object_poison_loop												poisonpuff							0
stranglinggascloud	224	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				255	255	255	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1																										pois	369						369							50					8			object_poison_loop												poisonpuff							0
buglightning	225	1	10	1																																																	12	12			98		3	4	255	255	255	1	3	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1						4																				ltng	256	128	128	128	128	128	256	128	128	128	128	128						64	16			sorceress_chargedbolt_1																			0
pantherjav1	226	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1	1				4		8		128																																		6	32			weapon_throw_1																			0
pantherjav2	227	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1	1				4		8		128																																		6	32			weapon_throw_1																			0
pantherjav3	228	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1	1				4		8		128																																		6	32			weapon_throw_1																			0
pantherjav4	229	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1	1				4		8		128																																		6	32			weapon_throw_1																			0
immolationfire	230	5		5		3																																											19	softhit chance (128)							100		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3				1		1						1	1	12									1					1								2																		fire	7	5	5	5	5	5	9	5	5	5	5	5	skill('Fire Arrow'.blvl) * 5					32	1		41	object_fire_loop_magic																			0
furylightning	231	1		1																																																	30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7	3			1		1							2											1	1	1			1					Lightning Fury	4				-1																																		64	32			sorceress_lightning_1																			0
lightningstrike	232	8	16	1	12																3	Subloops											0	range (0 = skill)							0	range (0 = skill)											30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3	1		1		1		1	4				2											1	1	1			1					Lightning Strike	4		8																		ltng	8																	64	32			sorceress_lightning_1			lightning									lightninghit							0
fistoftheheavensdelay	233	1	26	1	22																												0	range (0 = skill)	0	max bolts (0 = skill)					0	range (0 = skill)	0	max bolts (0 = skill)													10				0	0	0	0	0	0	null	1024	2	16																						1	1			1				1								Fist of the Heavens	4		8																																					1			paladin_handofgod_bolt								fistoftheheavensbolt							fistoftheheavensbolt				0
fistoftheheavensbolt	234	1	9	1	7																												1	heals allies?	1	"0 = all, 1 = undead, 2 = demons"					1	heals allies?	1	"0 = all, 1 = undead, 2 = demons"									12	12			50		8		222	222	255	1	2	1	HolyBoltMissile	1024	16	16					3	1	1	1					4				1										3	1	1	1			1						4		8																		mag	40	6	10	16	32	48	50	6	10	16	32	48	skill('Holy Bolt'.blvl) * 15						1			paladin_holybolt_1	paladin_holybolt_impact_1			teethexplode											teethexplode				0
warcry	235	1	10	1		7																																											0	stun len (0 = skill)			12	12		-600	16				192	192	192	1	0	0	WarcryShockwave	1024	16	16					3			1				1	6				1													1			1					War Cry	4																																							32			barbarian_warcry_circle			doubledamage1																0
battlecommand	236	1		1	18																																																30	30		-500	15				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1	1				1	4				1																1																																													32			barbarian_circle_1																			0
battleorders	237	1		1	18																																																30	30		-500	15				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1	1				1	4				1																1																																													32			barbarian_circle_1																			0
pantherpotorange	238	1	3	1	24																																																16	16			128				255	128	128	0	0	0	mslops	1024	8	16					3	1		1		1							1					1						1	1	1				1		1			5		8					3	5	5	5	5	5	5	5	5	5	5	5		fire	2	7	7	7	7	7	5	7	7	7	7	7							1			weapon_throw_1	explosion_medium_1														explodingarrowexp				0
pantherpotgreen	239	1	28	1	25				40	Poison Length																							1	increment																			16	16			128				128	255	128	0	0	0	mslgps	1024	8	16					3	1		1		1							1					1						1	1	1				1		1			4		1																		pois	9	6	6	6	6	6	12	6	6	6	6	6		400					1			weapon_throw_1	explosion_medium_1							rancidgascloud							rancidgascloud				0
meteorfire	240	5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12														1								3	1																	fire	15	4	5	6	6	6	25	4	5	6	6	6	skill('Inferno'.blvl)*3					32	1		41	object_fire_loop_magic																			0
trap spike right	241	1		1																																																	9	9			50				255	255	255	1	0	1	SpikeRight	1024	12	16					3	1		1		1							1			1	1							1	1	1				1					4		8		128																																		10	1			object_trap_release																			0
trap spike left	242	1		1																																																	9	9			50				255	255	255	1	0	1	SpikeLeft	1024	12	16					3	1		1		1							1			1	1							1	1	1				1					4		8		128																																		10	1			object_trap_release																			0
trap cursed skull right	243	1		1																																																	6	6			50				255	255	255	1	0	1	SkullRight	1024	12	16					3	1		1		1							1			1	1							1	1	1				1					4		8		128																																		10	1			object_trap_release																			0
trap cursed skull left	244	1		1																																																	6	6			50				255	255	255	1	0	1	SkullLeft	1024	12	16					3	1		1		1							1			1	1							1	1	1				1					4		8		128																																		10	1			object_trap_release																			0
trap poison ball right	245	3		2			lvl*2	#subloops											lvl*2	#subloops																																	6	6			50				255	255	255	1	0	1	PoisonRight	1024	12	16					3	1		1		1							1			1	1							1	1	1				1					4		8		128																																		10	1			object_trap_release												plaguejavcloud							0
trap poison ball left	246	3		2			lvl*2	#subloops											lvl*2	#subloops																																	6	6			50				255	255	255	1	0	1	PoisonLeft	1024	12	16					3	1		1		1							1			1	1							1	1	1				1					4		8		128																																		10	1			object_trap_release												plaguejavcloud							0
hydra	247	1		1																																																	16	16			30		5		255	255	255	2	0	1	Firebolt	1024	5	16					3	1		1	1	1							1			1								1	1	1			1					Hydra	4		8																																					16			monster_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
bonespeartrail	248	1																																																							8				255	255	255	0	0	0	BoneSpearTrail	1024	9	16																												1					1								8																																					32																						0
grimwardsmallstart	249	1	29	1	26																												0	duration (0=skill)																							5				0	0	0	0	0	0	GrimWardSmallStart	1024	5	16											1						1			1		1						1													8																																					4	1										grimwardsmall							grimwardsmall				0
grimwardsmall	250	1	29	14	27				6	repeat frame	30	skill func																					-1	no duration																							200				0	0	0	0	0	1	GrimWardSmall	1024	1	16											1						1			1		1	1			1															8																																					4	1																	grimwardsmallstop				0
grimwardsmallstop	251	11		1																																																					9				0	0	0	0	0	0	GrimWardSmallStop	1024	9	16											1						1			1		1	1			1															8																																					4	1																					0
grimwardmediumstart	252	1	29	1	26																												0	duration (0=skill)																							8				0	0	0	0	0	0	GrimWardMediumStart	1024	8	16											1						1			1		1						1													8																																					4	1										grimwardmedium							grimwardmedium				0
grimwardmedium	253	1	29	14	27				6	repeat frame	30	skill func																					-1	no duration																							200				0	0	0	0	0	1	GrimWardMedium	1024	1	16											1						1			1		1	1			1															8																																					4	1																	grimwardmediumstop				0
grimwardmediumstop	254	11		1																																																					9				0	0	0	0	0	0	GrimWardMediumStop	1024	9	16											1						1			1		1	1			1															8																																					4	1																					0
grimwardlargestart	255	1	29	1	26																												0	duration (0=skill)																							8				0	0	0	0	0	0	GrimWardLargeStart	1024	8	16											1						1			1		1						1													8																																					4	1										grimwardlarge							grimwardlarge				0
grimwardlarge	256	1	29	14	27				6	repeat frame	30	skill func																																													200				0	0	0	0	0	1	GrimWardLarge	1024	1	16											1						1			1		1	1			1															8																																					4	1																	grimwardlargestop				0
grimwardlargestop	257	11		1																																																					9				0	0	0	0	0	0	GrimWardLargeStop	1024	9	16											1						1			1		1	1			1															8																																					4	1																					0
zakarumlight	258	1		1																																																					12		3		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7													1			1								1					1								8																																				64	32			monster_lightning_1																			0
grimwardscare	259	1		1	28																																																2	2			24	12			0	0	0	0	0	0	null	1024	2	16					3			1		1		1	6				2											1					1																																													1																						0
frozenorb	260	19	30	15	29				1	frequency	19	direction increment									1	frequency	19	direction increment									4	increment							4	increment											10	10			30		6		81	81	255	1	0	1	IceOrb	1024	16	16					3			1		1							1					1							1	1			1						4		8																																					1								frozenorbbolt			frozenorbnova				frozenorbbolt			frozenorbnova				0
frozenorbbolt	261	1		1																																																	18	18			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1												1	1			1					Frozen Orb	4		8																																					16			sorceress_glacialspike_1																			0
frozenorbnova	262	20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1												1	1			1					Frozen Orb	4		8																																					16																						0
frozenorbexplode	263	1		1																																																					16		6		81	81	255	0	0	0	IceOrbExplode	1024	16	16																							1			1							1								8																																					1																						0
chillingarmorbolt	264	1		1																																																	18	18			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1											1	0	1			1					Chilling Armor	4		8																																					16			sorceress_icebolt_1	impact_cold_1																		0
fireexplosion2	265	1		1																																																					12				0	0	0	0	0	0	FireArrowExplode2	1024	12	16	5					1		1									1						1			1				1			1						4		8																																					1																						0
blowgun	266	1		1																																																	20	20			90				255	255	255	1	0	1	Blowdart	1024	8	16					3	1		1		1							1				1							1	1	1					1				4		8		128																																		10	16																						0
chainlightning2	267	8	16	1	12																3	Subloops											10	range (0 = skill)							10	range (0 = skill)											30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3			1		1		1	4				2											1	1	1		1	1					Chain Lightning	4																																						64	32			monster_lightning_1			lightning									lightninghit							0
revivesmall	268	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1								8																																					1																						0
revivemedium	269	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1								8																																					1																						0
revivelarge	270	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1								8																																					1																						0
monglacialspike	271	1	14	1	13																												0	damage radius (0 = skill)	0	freeze length (0 = skill)																	18	18			40		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1							1											1	1	1			1						5		8																		frze	2	2	2	2	2	2	4	2	2	2	2	2							16			monster_icebolt_1	sorceress_iceblast_impact_1														freezingarrowexp1	freezingarrowexp2			0
icebreaksmall	272	1	31																																																						30				255	255	255	0	0	0	IceBreakSmall	1024	15	16																						1						1					1								8																																					4			impact_shatter_1																			0
icebreakmedium	273	1	31																																																						30				255	255	255	0	0	0	IceBreakLarge	1024	15	16																						1						1					1								8																																					4			impact_shatter_1																			0
icebreaklarge	274	1	31																																																						30				255	255	255	0	0	0	IceBreakLarge	1024	15	16																						1						1					1								8																																					4			impact_shatter_1																			0
icebreaksmoke	275	1																																																							15				255	255	255	0	0	0	IceBreakSmoke	1024	15	16																												1					1								8																																					1																						0
mephisto	276	1		1																																																	24	24			40		9		255	255	255	0	0	1	MephistoMissile	1024	10	16					3	1		1		1							2											1	1	1			1						4		8					12	8	10	12	12	12	16	8	10	12	12	12		cold	12	18	24	24	24	24	18	20	28	28	28	28		75	25	25	25		16			mephisto_orb	sorceress_fireball_impact_1			mephistoexplosion															0
firehead	277	1	32	1	31																																				1	radius	2	density									14	14			40		8		255	178	64	1	0	1	VampireMissile	1024	19	16					3	1		1		1							1			1		1						1	1				1								8																		fire	3	12	12	12	12	12	6	12	12	12	12	12							16			monster_fireball	sorceress_fireball_impact_1		vampiresteal												explodingarrowexp	fireexplosion2			0
whilrwind	278	1		1																																																	12	12			3				0	0	0	0	0	0	null	1024	2	16					3					1							2											1		1								Whirlwind	4		8																																					1																						0
arcanelightningbolt	279	8		1																	3	Subloops																															32	32			40		8		178	178	255	1	0	2	null	1024	2	16					1			1		1							2											1	1	1			1						4		8		128																ltng	7	9	9	9	9	9	14	11	11	11	11	11		600				64	1			monster_lightning_1												lightninghit							0
frogfire	280	1		1																																																	15	15			40		4		255	64	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1											1	1	1		33	1						4		8																		fire	9	6	6	6	6	6	18	6	6	6	6	6							16			monster_fireball	sorceress_firebolt_impact_1			shamanexp															0
frogcold	281	1		1																																																	12	12			35		4		64	64	255	1	0	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1		33	1						4		8																		cold	6	5	5	5	5	5	12	5	5	5	5	5		600					16			monster_icebolt_1	sorceress_iceblast_impact_1			iceexplode															0
frogpois	282	1		1																																																	12	12			30		4		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1						4																				pois	6	5	5	5	5	5	12	5	5	5	5	5		600					16			tentaclehead_missile_1																			0
desertfireball	283	1	11	1	1																												2	damage radius																			16	16			40		6		255	64	64	1	0	1	Fireball	1024	5	16					1	1		1		1							1											1	1	1			1						5		8																		fire	6	10	10	10	10	10	9	11	11	11	11	11		600					16			monster_fireball	sorceress_fireball_impact_1			explodingarrowexp															0
brdeathcontrol	284	21		1																	20	radius																																			375		6		255	255	255	25	0	0	null	1024	2	16											1												1			1															8																																					1															brdeathlightningbolt							0
brdeathlightningbolt	285	22		1																	3	retarget frame																															32	32			20		4		255	255	255	0	0	2	null	1024	2	16								1		1							2											1	1	1			1						4		8																																				64	1			amazon_lightning_1												brdeathlightninghit							0
