Name	Def	LevelId	Populate	Logicals	Outdoors	Animate	KillEdge	FillBlanks	SizeX	SizeY	AutoMap	Scan	Pops	PopPad	Files	File1	File2	File3	File4	File5	File6	Dt1Mask	Beta
Act 1 - Crypt Chest E	152	0	1	1	0	0	0	1	8	8	0	0	0	0	1	Act1/Crypt/CryptEConsol.ds1	0	0	0	0	0	3	1
Act 1 - Crypt Chest S	153	0	1	1	0	0	0	1	8	8	0	0	0	0	1	Act1/Crypt/CryptSConsol.ds1	0	0	0	0	0	3	1
Act 1 - Crypt Chest N	154	0	1	1	0	0	0	1	8	8	0	0	0	0	1	Act1/Crypt/CryptNConsol.ds1	0	0	0	0	0	3	1
Act 1 - Crypt Portal W	155	0	1	1	0	0	0	1	8	8	0	0	0	0	1	Act1/Crypt/CryptWPortal.ds1	0	0	0	0	0	3	1
Act 1 - Crypt Portal E	156	0	1	1	0	0	0	1	8	8	0	0	0	0	1	Act1/Crypt/CryptEPortal.ds1	0	0	0	0	0	3	1
Act 1 - Crypt Portal S	157	0	1	1	0	0	0	1	8	8	0	0	0	0	1	Act1/Crypt/CryptSPortal.ds1	0	0	0	0	0	3	1
Act 1 - Crypt Portal N	158	0	1	1	0	0	0	1	8	8	0	0	0	0	1	Act1/Crypt/CryptNPortal.ds1	0	0	0	0	0	3	1
Act 1 - Crypt Countess X	159	25	1	1	0	0	0	1	0	0	0	1	0	0	2	Act1/Crypt/CryptCountess1.ds1	Act1/Crypt/CryptCountess2.ds1	0	0	0	0	3	0
Act 1 - Cairn Stones	160	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act1/Outdoors/cairn2.ds1	0	0	0	0	0	278915	0
Act 1 - Inifus	161	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act1/Outdoors/funktree.ds1	0	0	0	0	0	278787	0
Act 1 - Tower Tome	162	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act1/Outdoors/tome.ds1	0	0	0	0	0	2375939	0
Act 1 - Tower 1	163	0	1	0	1	0	1	1	8	8	0	1	1	0	1	Act1/Outdoors/Tower1.ds1	0	0	0	0	0	32769	0
Act 1 - Tower 2	164	20	1	0	0	0	0	1	0	0	0	1	0	0	1	Act1/Outdoors/Tower2.ds1	0	0	0	0	0	524288	0
Act 1 - Mon Front	165	26	1	1	1	0	0	1	0	0	0	0	0	0	1	Act1/Monastry/facade1.ds1	0	0	0	0	0	383	0
Act 1 - Courtyard 1	166	27	1	1	1	0	0	1	0	0	0	1	0	0	3	Act1/Court/CourtW.ds1	Act1/Court/CourtN.ds1	Act1/Court/CourtE.ds1	0	0	0	127	0
Act 1 - Barracks Court Connect	167	0	1	1	0	0	0	1	10	14	0	0	0	0	0	Act1/Barracks/CourtWb.ds1	Act1/Barracks/CourtNb.ds1	Act1/Barracks/CourtEb.ds1	0	0	0	219	0
Act 1 - Barracks W	168	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarW.ds1	Act1/Barracks/BarW2.ds1	Act1/Barracks/BarW3.ds1	Act1/Barracks/BarW4.ds1	0	0	75	0
Act 1 - Barracks E	169	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarE.ds1	Act1/Barracks/BarE2.ds1	Act1/Barracks/BarE3.ds1	Act1/Barracks/BarE4.ds1	0	0	75	0
Act 1 - Barracks EW	170	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarEW.ds1	Act1/Barracks/BarEW2.ds1	Act1/Barracks/BarEW3.ds1	Act1/Barracks/BarEW4.ds1	0	0	75	0
Act 1 - Barracks S	171	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarS.ds1	Act1/Barracks/BarS2.ds1	Act1/Barracks/BarS3.ds1	Act1/Barracks/BarS4.ds1	0	0	75	0
Act 1 - Barracks SW	172	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarSW.ds1	Act1/Barracks/BarSW2.ds1	Act1/Barracks/BarSW3.ds1	Act1/Barracks/BarSW4.ds1	0	0	75	0
Act 1 - Barracks SE	173	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarSE.ds1	Act1/Barracks/BarSE2.ds1	Act1/Barracks/BarSE3.ds1	Act1/Barracks/BarSE4.ds1	0	0	75	0
Act 1 - Barracks SEW	174	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarSEW.ds1	Act1/Barracks/BarSEW2.ds1	Act1/Barracks/BarSEW3.ds1	Act1/Barracks/BarSEW4.ds1	0	0	75	0
Act 1 - Barracks N	175	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarN.ds1	Act1/Barracks/BarN2.ds1	Act1/Barracks/BarN3.ds1	Act1/Barracks/BarN4.ds1	0	0	75	0
Act 1 - Barracks NW	176	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarNW.ds1	Act1/Barracks/BarNW2.ds1	Act1/Barracks/BarNW3.ds1	Act1/Barracks/BarNW4.ds1	0	0	75	0
Act 1 - Barracks NE	177	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarNE.ds1	Act1/Barracks/BarNE2.ds1	Act1/Barracks/BarNE3.ds1	Act1/Barracks/BarNE4.ds1	0	0	75	0
Act 1 - Barracks NEW	178	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarNEW.ds1	Act1/Barracks/BarNEW2.ds1	Act1/Barracks/BarNEW3.ds1	Act1/Barracks/BarNEW4.ds1	0	0	75	0
Act 1 - Barracks NS	179	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarNS.ds1	Act1/Barracks/BarNS2.ds1	Act1/Barracks/BarNS3.ds1	Act1/Barracks/BarNS4.ds1	0	0	75	0
Act 1 - Barracks NSW	180	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarNSW.ds1	Act1/Barracks/BarNSW2.ds1	Act1/Barracks/BarNSW3.ds1	Act1/Barracks/BarNSW4.ds1	0	0	75	0
Act 1 - Barracks NSE	181	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarNSE.ds1	Act1/Barracks/BarNSE2.ds1	Act1/Barracks/BarNSE3.ds1	Act1/Barracks/BarNSE4.ds1	0	0	75	0
Act 1 - Barracks NSEW	182	0	1	1	0	0	0	1	10	14	0	0	0	0	4	Act1/Barracks/BarNSEW.ds1	Act1/Barracks/BarNSEW2.ds1	Act1/Barracks/BarNSEW3.ds1	Act1/Barracks/BarNSEW4.ds1	0	0	75	0
Act 1 - Barracks Theme W	183	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme E	184	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarETheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme EW	185	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarEWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme S	186	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarSTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme SW	187	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarSWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme SE	188	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarSETheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme SEW	189	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarSEWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme N	190	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme NW	191	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme NE	192	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNETheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme NEW	193	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNEWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme NS	194	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNSTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme NSW	195	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNSWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme NSE	196	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNSETheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Theme NSEW	197	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNSEWTheme1.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Next W	198	0	1	1	0	0	0	1	10	14	0	1	0	0	1	Act1/Barracks/BarWWarp.ds1	0	0	0	0	0	79	0
Act 1 - Barracks Next E	199	0	1	1	0	0	0	1	10	14	0	1	0	0	1	Act1/Barracks/BarEWarp.ds1	0	0	0	0	0	79	0
Act 1 - Barracks Next S	200	0	1	1	0	0	0	1	10	14	0	1	0	0	1	Act1/Barracks/BarSWarp.ds1	0	0	0	0	0	79	0
Act 1 - Barracks Next N	201	0	1	1	0	0	0	1	10	14	0	1	0	0	1	Act1/Barracks/BarNWarp.ds1	0	0	0	0	0	79	0
Act 1 - Barracks Forge W	202	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarWForge.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Forge E	203	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarEForge.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Forge S	204	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarSForge.ds1	0	0	0	0	0	75	0
Act 1 - Barracks Forge N	205	0	1	1	0	0	0	1	10	14	0	0	0	0	1	Act1/Barracks/BarNForge.ds1	0	0	0	0	0	75	0
Act 1 - Jail W	206	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailW.ds1	Act1/Barracks/JailW2.ds1	Act1/Barracks/JailW3.ds1	Act1/Barracks/JailW4.ds1	0	0	107	0
Act 1 - Jail E	207	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailE.ds1	Act1/Barracks/JailE2.ds1	Act1/Barracks/JailE3.ds1	Act1/Barracks/JailE4.ds1	0	0	107	0
Act 1 - Jail EW	208	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailEW.ds1	Act1/Barracks/JailEW2.ds1	Act1/Barracks/JailEW3.ds1	Act1/Barracks/JailEW4.ds1	0	0	107	0
Act 1 - Jail S	209	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailS.ds1	Act1/Barracks/JailS2.ds1	Act1/Barracks/JailS3.ds1	Act1/Barracks/JailS4.ds1	0	0	107	0
Act 1 - Jail SW	210	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailSW.ds1	Act1/Barracks/JailSW2.ds1	Act1/Barracks/JailSW3.ds1	Act1/Barracks/JailSW4.ds1	0	0	107	0
Act 1 - Jail SE	211	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailSE.ds1	Act1/Barracks/JailSE2.ds1	Act1/Barracks/JailSE3.ds1	Act1/Barracks/JailSE4.ds1	0	0	107	0
Act 1 - Jail SEW	212	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailSEW.ds1	Act1/Barracks/JailSEW2.ds1	Act1/Barracks/JailSEW3.ds1	Act1/Barracks/JailSEW4.ds1	0	0	107	0
Act 1 - Jail N	213	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailN.ds1	Act1/Barracks/JailN2.ds1	Act1/Barracks/JailN3.ds1	Act1/Barracks/JailN4.ds1	0	0	107	0
Act 1 - Jail NW	214	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailNW.ds1	Act1/Barracks/JailNW2.ds1	Act1/Barracks/JailNW3.ds1	Act1/Barracks/JailNW4.ds1	0	0	107	0
Act 1 - Jail NE	215	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailNE.ds1	Act1/Barracks/JailNE2.ds1	Act1/Barracks/JailNE3.ds1	Act1/Barracks/JailNE4.ds1	0	0	107	0
Act 1 - Jail NEW	216	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailNEW.ds1	Act1/Barracks/JailNEW2.ds1	Act1/Barracks/JailNEW3.ds1	Act1/Barracks/JailNEW4.ds1	0	0	107	0
Act 1 - Jail NS	217	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailNS.ds1	Act1/Barracks/JailNS2.ds1	Act1/Barracks/JailNS3.ds1	Act1/Barracks/JailNS4.ds1	0	0	107	0
Act 1 - Jail NSW	218	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailNSW.ds1	Act1/Barracks/JailNSW2.ds1	Act1/Barracks/JailNSW3.ds1	Act1/Barracks/JailNSW4.ds1	0	0	107	0
Act 1 - Jail NSE	219	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Barracks/JailNSE.ds1	Act1/Barracks/JailNSE2.ds1	Act1/Barracks/JailNSE3.ds1	Act1/Barracks/JailNSE4.ds1	0	0	107	0
Act 1 - Jail NSEW	220	0	1	1	0	0	0	1	12	12	0	0	0	0	5	Act1/Barracks/JailNSEW.ds1	Act1/Barracks/JailNSEW2.ds1	Act1/Barracks/JailNSEW3.ds1	Act1/Barracks/JailNSEW4.ds1	Act1/Barracks/JailNSEWSecret.ds1	0	107	0
Act 1 - Jail Theme W	221	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme E	222	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailETheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme EW	223	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailEWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme S	224	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailSTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme SW	225	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailSWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme SE	226	0	1	1	0	0	0	1	12	12	0	0	1	0	1	Act1/Barracks/JailSETheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme SEW	227	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailSEWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme N	228	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme NW	229	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme NE	230	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNETheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme NEW	231	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNEWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme NS	232	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNSTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme NSW	233	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNSWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme NSE	234	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNSETheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Theme NSEW	235	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Barracks/JailNSEWTheme.ds1	0	0	0	0	0	107	0
Act 1 - Jail Prev W	236	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailWWarpPrev.ds1	0	0	0	0	0	367	0
Act 1 - Jail Prev E	237	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailEWarpPrev.ds1	0	0	0	0	0	367	0
Act 1 - Jail Prev S	238	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailSWarpPrev.ds1	0	0	0	0	0	367	0
Act 1 - Jail Prev N	239	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailNWarpPrev.ds1	0	0	0	0	0	367	0
Act 1 - Jail Next W	240	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailWWarpNext.ds1	0	0	0	0	0	367	0
Act 1 - Jail Next E	241	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailEWarpNext.ds1	0	0	0	0	0	367	0
Act 1 - Jail Next S	242	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailSWarpNext.ds1	0	0	0	0	0	367	0
Act 1 - Jail Next N	243	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailNWarpNext.ds1	0	0	0	0	0	367	0
Act 1 - Jail Cath W	244	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailWWarpCath.ds1	0	0	0	0	0	367	0
Act 1 - Jail Cath E	245	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailEWarpCath.ds1	0	0	0	0	0	367	0
Act 1 - Jail Cath S	246	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailSWarpCath.ds1	0	0	0	0	0	367	0
Act 1 - Jail Cath N	247	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailNWarpCath.ds1	0	0	0	0	0	367	0
Act 1 - Jail Waypoint W	248	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailWWay.ds1	0	0	0	0	0	107	0
Act 1 - Jail Waypoint E	249	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailEWay.ds1	0	0	0	0	0	107	0
Act 1 - Jail Waypoint S	250	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailSWay.ds1	0	0	0	0	0	107	0
Act 1 - Jail Waypoint N	251	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailNWay.ds1	0	0	0	0	0	107	0
Act 1 - Jail Pitspawn W	252	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailWPitspawn.ds1	0	0	0	0	0	107	0
Act 1 - Jail Pitspawn E	253	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailEPitspawn.ds1	0	0	0	0	0	107	0
Act 1 - Jail Pitspawn S	254	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailSPitspawn.ds1	0	0	0	0	0	107	0
Act 1 - Jail Pitspawn N	255	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Barracks/JailNPitspawn.ds1	0	0	0	0	0	107	0
Act 1 - Courtyard 2	256	32	1	1	1	0	0	1	0	0	0	1	0	0	1	Act1/Court/Cat_Court.ds1	0	0	0	0	0	783	0
Act 1 - Cathedral	257	33	1	1	0	0	0	1	0	0	0	1	0	0	1	Act1/Cathedrl/Cathy3.ds1	0	0	0	0	0	511	0
Act 1 - Catacombs W	258	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatW.ds1	Act1/Catacomb/CatW2.ds1	Act1/Catacomb/CatW3.ds1	Act1/Catacomb/CatW4.ds1	0	0	17	0
Act 1 - Catacombs E	259	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatE.ds1	Act1/Catacomb/CatE2.ds1	Act1/Catacomb/CatE3.ds1	Act1/Catacomb/CatE4.ds1	0	0	17	0
Act 1 - Catacombs EW	260	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatEW.ds1	Act1/Catacomb/CatEW2.ds1	Act1/Catacomb/CatEW3.ds1	Act1/Catacomb/CatEW4.ds1	0	0	17	0
Act 1 - Catacombs S	261	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatS.ds1	Act1/Catacomb/CatS2.ds1	Act1/Catacomb/CatS3.ds1	Act1/Catacomb/CatS4.ds1	0	0	17	0
Act 1 - Catacombs SW	262	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatSW.ds1	Act1/Catacomb/CatSW2.ds1	Act1/Catacomb/CatSW3.ds1	Act1/Catacomb/CatSW4.ds1	0	0	17	0
Act 1 - Catacombs SE	263	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatSE.ds1	Act1/Catacomb/CatSE2.ds1	Act1/Catacomb/CatSE3.ds1	Act1/Catacomb/CatSE4.ds1	0	0	17	0
Act 1 - Catacombs SEW	264	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatSEW.ds1	Act1/Catacomb/CatSEW2.ds1	Act1/Catacomb/CatSEW3.ds1	Act1/Catacomb/CatSEW4.ds1	0	0	17	0
Act 1 - Catacombs N	265	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatN.ds1	Act1/Catacomb/CatN2.ds1	Act1/Catacomb/CatN3.ds1	Act1/Catacomb/CatN4.ds1	0	0	17	0
Act 1 - Catacombs NW	266	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatNW.ds1	Act1/Catacomb/CatNW2.ds1	Act1/Catacomb/CatNW3.ds1	Act1/Catacomb/CatNW4.ds1	0	0	17	0
Act 1 - Catacombs NE	267	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatNE.ds1	Act1/Catacomb/CatNE2.ds1	Act1/Catacomb/CatNE3.ds1	Act1/Catacomb/CatNE4.ds1	0	0	17	0
Act 1 - Catacombs NEW	268	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatNEW.ds1	Act1/Catacomb/CatNEW2.ds1	Act1/Catacomb/CatNEW3.ds1	Act1/Catacomb/CatNEW4.ds1	0	0	17	0
Act 1 - Catacombs NS	269	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatNS.ds1	Act1/Catacomb/CatNS2.ds1	Act1/Catacomb/CatNS3.ds1	Act1/Catacomb/CatNS4.ds1	0	0	17	0
Act 1 - Catacombs NSW	270	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatNSW.ds1	Act1/Catacomb/CatNSW2.ds1	Act1/Catacomb/CatNSW3.ds1	Act1/Catacomb/CatNSW4.ds1	0	0	17	0
Act 1 - Catacombs NSE	271	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatNSE.ds1	Act1/Catacomb/CatNSE2.ds1	Act1/Catacomb/CatNSE3.ds1	Act1/Catacomb/CatNSE4.ds1	0	0	17	0
Act 1 - Catacombs NSEW	272	0	1	1	0	0	0	1	12	12	0	0	0	0	4	Act1/Catacomb/CatNSEW.ds1	Act1/Catacomb/CatNSEW2.ds1	Act1/Catacomb/CatNSEW3.ds1	Act1/Catacomb/CatNSEW4.ds1	0	0	17	0
Act 1 - Catacombs Theme W	273	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme E	274	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatETheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme EW	275	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatEWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme S	276	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatSTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme SW	277	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatSWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme SE	278	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatSETheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme SEW	279	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatSEWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme N	280	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme NW	281	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme NE	282	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNETheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme NEW	283	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNEWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme NS	284	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNSTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme NSW	285	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNSWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme NSE	286	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNSETheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Theme NSEW	287	0	1	1	0	0	0	1	12	12	0	0	0	0	1	Act1/Catacomb/CatNSEWTheme1.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Prev EW	288	0	1	1	0	0	0	1	12	12	0	1	0	0	4	Act1/Catacomb/CatEWUp.ds1	Act1/Catacomb/CatEWUp2.ds1	Act1/Catacomb/CatEWUp3.ds1	Act1/Catacomb/CatEWUp4.ds1	0	0	25	0
Act 1 - Catacombs Prev NS	289	0	1	1	0	0	0	1	12	12	0	1	0	0	4	Act1/Catacomb/CatNSUp.ds1	Act1/Catacomb/CatNSUp2.ds1	Act1/Catacomb/CatNSUp3.ds1	Act1/Catacomb/CatNSUp4.ds1	0	0	25	0
Act 1 - Catacombs Prev NSEW	290	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Catacomb/CatNSEWExit.ds1	0	0	0	0	0	19	0
Act 1 - Catacombs Next W	291	0	1	1	0	0	0	1	12	12	0	1	0	0	2	Act1/Catacomb/CatWDown.ds1	Act1/Catacomb/CatWDown2.ds1	0	0	0	0	21	0
Act 1 - Catacombs Next E	292	0	1	1	0	0	0	1	12	12	0	1	0	0	2	Act1/Catacomb/CatEDown.ds1	Act1/Catacomb/CatEDown2.ds1	0	0	0	0	21	0
Act 1 - Catacombs Next S	293	0	1	1	0	0	0	1	12	12	0	1	0	0	2	Act1/Catacomb/CatSDown.ds1	Act1/Catacomb/CatSDown2.ds1	0	0	0	0	21	0
