Act	Type	Id	Description	Objects.txt_ID	Monstats.txt_ID	Direction	Base	Token	Mode	Class	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	Colormap	Index	*eol
2	2	65	"Shrine, magic shrine sewers (279)"	279			Data\Global\Objects	WJ	OP	HTH		LIT							LIT	LIT									0
2	2	66	"Shrine, healthwell sewers (280)"	280			Data\Global\Objects	WK	OP	HTH		LIT																	0
2	2	67	"Shrine, manawell sewers (281)"	281			Data\Global\Objects	WL	OP	HTH		LIT																	0
2	2	68	"Shrine, magic shrine sewers dungeon (282)"	282			Data\Global\Objects	WS	OP	HTH		LIT							LIT	LIT	LIT								0
2	2	69	"Shrine, mana well3 tomb (166)"	166			Data\Global\Objects	MF	OP	HTH		LIT																	0
2	2	70	"Shrine, mana well4 harom (167)"	167			Data\Global\Objects	MH	OP	HTH		LIT																	0
2	2	71	"Well, fountain2 desert tomb (113)"	113			Data\Global\Objects	F4	NU	HTH		LIT																	0
2	2	72	"Well, desertwell tomb (137)"	137			Data\Global\Objects	ZL	NU	HTH		LIT																	0
2	2	73	"Sarcophagus, mummy coffin L tomb (89)"	89			Data\Global\Objects	MC	OP	HTH		LIT																	0
2	2	74	"Armor stand, 1 R (104)"	104			Data\Global\Objects	A3	NU	HTH		LIT																	0
2	2	75	"Armor stand, 2 L (105)"	105			Data\Global\Objects	A4	NU	HTH		LIT																	0
2	2	76	"Weapon Rack, 1 R (106)"	106			Data\Global\Objects	W1	NU	HTH		LIT																	0
2	2	77	"Weapon Rack, 2 L (107)"	107			Data\Global\Objects	W2	NU	HTH		LIT																	0
2	2	78	"Corpse, guard (154)"	154			Data\Global\Objects	GC	OP	HTH		LIT																	0
2	2	79	Skeleton (171)	171			Data\Global\Objects	SX	OP	HTH		LIT																	0
2	2	80	"Guard Corpse, on stick (178)"	178			Data\Global\Objects	GS	OP	HTH		LIT																	0
2	2	81	"Corpse, guard 2 (270)"	270			Data\Global\Objects	GF	OP	HTH		LIT																	0
2	2	82	"Corpse, villager 1 (271)"	271			Data\Global\Objects	DG	OP	HTH		LIT																	0
2	2	83	"Corpse, villager 2 (272)"	272			Data\Global\Objects	DF	OP	HTH		LIT																	0
2	2	84	"Goo Pile, for sand maggot lair (266)"	266			Data\Global\Objects	GP	OP	HTH		LIT																	0
2	2	85	"Hidden Stash, tiny pixel shaped (274)"	274			Data\Global\Objects	F9	NU	HTH		LIT																	0
2	2	86	"Rat's Nest, sewers (244)"	244			Data\Global\Objects	RN	OP	HTH		LIT																	0
2	2	87	"Sarcophagus, anubis coffin tomb (284)"	284			Data\Global\Objects	QC	OP	HTH		LIT																	0
2	2	88	"waypoint, celler (288)"	288			Data\Global\Objects	W7	ON	HTH		LIT							LIT										0
2	2	89	"Portal to, arcane portal (298)"	298			Data\Global\Objects	AY	ON	HTH		LIT							LIT	LIT									0
2	2	90	"Bed, harum (289)"	289			Data\Global\Objects	UB	OP	HTH		LIT																	0
2	2	91	wall torch L for tombs (296)	296			Data\Global\Objects	QD	NU	HTH		LIT							LIT										0
2	2	92	wall torch R for tombs (297)	297			Data\Global\Objects	QE	NU	HTH		LIT							LIT										0
2	2	93	brazier small desert town tombs (287)	287			Data\Global\Objects	BQ	NU	HTH		LIT							LIT										0
2	2	94	brazier tall desert town tombs (286)	286			Data\Global\Objects	BO	NU	HTH		LIT							LIT										0
2	2	95	brazier general sewers tomb desert (285)	285			Data\Global\Objects	BM	NU	HTH		LIT							LIT										0
2	2	96	"Closed Door, iron grate L (290)"	290			Data\Global\Objects	DV	OP	HTH		LIT																	0
2	2	97	"Closed Door, iron grate R (291)"	291			Data\Global\Objects	DN	OP	HTH		LIT																	0
2	2	98	"Door, wooden grate L (292)"	292			Data\Global\Objects	DP	OP	HTH		LIT																	0
2	2	99	"Door, wooden grate R (293)"	293			Data\Global\Objects	DT	OP	HTH		LIT																	0
2	2	100	"Door, wooden L (294)"	294			Data\Global\Objects	DK	OP	HTH		LIT																	0
2	2	101	"Closed Door, wooden R (295)"	295			Data\Global\Objects	DL	OP	HTH		LIT																	0
2	2	102	"Shrine, arcane (133)"	133			Data\Global\Objects	AZ	NU	HTH		LIT							LIT	LIT	LIT								0
2	2	103	"Magic Shrine, arcane (303)"	303			Data\Global\Objects	HD	OP	HTH		LIT							LIT										0
2	2	104	"Magic Shrine, haram 1 (299)"	299			Data\Global\Objects	HB	OP	HTH		LIT							LIT										0
2	2	105	"Magic Shrine, haram 2 (300)"	300			Data\Global\Objects	HC	OP	HTH		LIT							LIT										0
2	2	106	maggot well health (301)	301			Data\Global\Objects	QF	OP	HTH		LIT																	0
2	2	107	"Shrine, maggot well mana (302)"	302			Data\Global\Objects	QG	OP	HTH		LIT																	0
2	2	108	-581	581																									0
2	2	109	"Chest, horadric cube (354)"	354			Data\Global\Objects	XK	OP	HTH		LIT																	0
2	2	110	Tomb signs in Arcane (582)	582			Data\Global\Objects	7C	NU	HTH		LIT																	0
2	2	111	"Dead Guard, harem 1 (314)"	314			Data\Global\Objects	QH	NU	HTH		LIT																	0
2	2	112	"Dead Guard, harem 2 (315)"	315			Data\Global\Objects	QI	NU	HTH		LIT																	0
2	2	113	"Dead Guard, harem 3 (316)"	316			Data\Global\Objects	QJ	NU	HTH		LIT																	0
2	2	114	"Dead Guard, harem 4 (317)"	317			Data\Global\Objects	QK	NU	HTH		LIT																	0
2	2	115	"Waypoint, sewer (323)"	323			Data\Global\Objects	QM	ON	HTH		LIT							LIT										0
2	2	116	"Well, tomb (322)"	322			Data\Global\Objects	HU	NU	HTH		LIT																	0
2	2	117	drinker (110)	110			Data\Global\Objects	N5	S1	HTH		LIT																	0
2	2	118	gesturer (112)	112			Data\Global\Objects	N6	S2	HTH		LIT																	0
2	2	119	turner (114)	114			Data\Global\Objects	N7	S1	HTH		LIT																	0
2	2	120	"Chest, horadric scroll (355)"	355			Data\Global\Objects	XK	OP	HTH		LIT																	0
2	2	121	"Chest, staff of kings (356)"	356			Data\Global\Objects	XK	OP	HTH		LIT																	0
2	2	122	Horazon's Journal (357)	357			Data\Global\Objects	TT	OP	HTH		LIT																	0
2	2	123	helllight source 1 (351)	351			Data\Global\Objects	SS																					0
2	2	124	helllight source 2 (352)	352			Data\Global\Objects	SS																					0
2	2	125	helllight source 3 (353)	353			Data\Global\Objects	SS																					0
2	2	126	"orifice, place Horadric Staff (152)"	152			Data\Global\Objects	HA	NU	HTH		LIT																	0
2	2	127	fog water (374)	374			Data\Global\Objects	UD	NU	HTH		LIT																	0
2	2	128	"Chest, arcane big L (387)"	387			Data\Global\Objects	Y7	OP	HTH		LIT																	0
2	2	129	"Chest, arcane big R (389)"	389			Data\Global\Objects	Y9	OP	HTH		LIT																	0
2	2	130	"Chest, arcane small L (390)"	390			Data\Global\Objects	YA	OP	HTH		LIT																	0
2	2	131	"Chest, arcane small R (391)"	391			Data\Global\Objects	YC	OP	HTH		LIT																	0
2	2	132	"Casket, arcane (388)"	388			Data\Global\Objects	Y8	OP	HTH		LIT																	0
2	2	133	"Chest, sparkly (397)"	397			Data\Global\Objects	YF	OP	HTH		LIT																	0
2	2	134	"Waypoint, valley (402)"	402			Data\Global\Objects	YI	ON	HTH		LIT							LIT										0
2	2	135	0	0																									0
2	2	136	0	0																									0
2	2	137	0	0																									0
2	2	138	0	0																									0
2	2	139	0	0																									0
2	2	140	0	0																									0
2	2	141	0	0																									0
2	2	142	0	0																									0
2	2	143	0	0																									0
2	2	144	0	0																									0
2	2	145	0	0																									0
2	2	146	0	0																									0
2	2	147	0	0																									0
2	2	148	0	0																									0
2	2	149	0	0																									0
3	1	0	Deckard Cain				Data\Global\Monsters	2D	NU	HTH		LIT																	0
3	1	1	# 2-4 random champions																										0
3	1	2	man with towel				Data\Global\Monsters	N4	NU	HTH	BRD	HVY	MED	MED	MED	BAN	BUK		HBD										0
3	1	3	woman in white dress				Data\Global\Monsters	N3	NU	HTH	LIT	BTP	DLN			BSK	BSK												0
3	1	4	Asheara				Data\Global\Monsters	AH	NU	HTH		LIT																	0
3	1	5	# Hratli				Data\Global\Monsters	HR	NU	HTH		LIT																	0
3	1	6	Alkor				Data\Global\Monsters	AL	NU	HTH		LIT																	0
3	1	7	Ormus				Data\Global\Monsters	OR	NU	HTH		LIT																	0
3	1	8	Meshif				Data\Global\Monsters	M3	NU	HTH		LIT																	0
3	1	9	# ?																										0
3	1	10	Water Watcher (/ direction)			7	Data\Global\Monsters	TE	NU	HTH		LIT							LIT										0
3	1	11	Water Watcher (\ direction)			5	Data\Global\Monsters	TE	NU	HTH		LIT							LIT										0
3	1	12	# ?																										0
3	1	13	"a Trap, Charged Bolt"																										0
3	1	14	"a Trap, Arrow"																										0
3	1	15	Natalya				Data\Global\Monsters	TZ	NU	HTH		LIT																	0
3	1	16	# ?																										0
3	1	17	?																										0
3	1	18	?																										0
3	1	19	?																										0
3	1	20	?																										0
3	1	21	Compelling Orb				Data\Global\Objects	55	NU	HTH		LIT							LIT	LIT									0
3	1	22	Mephisto				Data\Global\Monsters	MP	NU	HTH		LIT		LIT	LIT														0
3	1	23	chest ('a Trap')				Data\Global\Monsters	M4	A1	HTH		LIT																	0
3	1	24	Evil force(ghosts)			2	Data\Global\Monsters	M6	A1	HTH		LIT																	0
3	1	25	sorcerer mercenary				Data\Global\Monsters	IW	NU	1HS	LIT	LIT				LSD		KIT											0
3	1	26	Rat Men				Data\Global\Monsters	FE	NU	HTH		LIT				FBL													0
3	1	27	RatMan Shaman				Data\Global\Monsters	FW	NU	HTH		LIT																	0
3	1	28	Sszark the Burning																										0
3	1	29	Witch Doctor Endugu																										0
3	1	30	Stormtree																										0
3	1	31	Battlemaid Sarina																										0
3	1	32	Icehawk Riftwing																										0
3	1	33	Ismail Vilehand																										0
3	1	34	Geleb Flamefinger																										0
3	1	35	Bremm Sparkfist																										0
3	1	36	Toorc Icefist																										0
3	1	37	Wyand Voidbringer																										0
3	1	38	Maffer Dragonhand																										0
3	1	39	# Skeleton																										0
3	1	40	# Skeleton																										0
3	1	41	# Skeleton																										0
3	1	42	# Skeleton																										0
3	1	43	# Skeleton																										0
3	1	44	# Skeleton																										0
3	1	45	# Skeleton																										0
3	1	46	# Skeleton																										0
3	1	47	# Skeleton																										0
3	1	48	# Skeleton																										0
3	1	49	# Skeleton																										0
3	1	50	# Skeleton																										0
3	1	51	# Skeleton																										0
3	1	52	# Skeleton																										0
3	1	53	# Skeleton																										0
3	1	54	# Skeleton																										0
3	1	55	# Skeleton																										0
3	1	56	# Skeleton																										0
3	1	57	# Skeleton																										0
3	1	58	# Skeleton																										0
3	1	59	# Skeleton																										0
3	2	0	jungle torch (117)	117			Data\Global\Objects	JT	ON	HTH		LIT							LIT										0
3	2	1	Waypoint (237)	237			Data\Global\Objects	WZ	ON	HTH		LIT							LIT										0
3	2	2	-580	580																									0
3	2	3	"Well, pool wilderness (130)"	130			Data\Global\Objects	ZW	NU	HTH		LIT																	0
3	2	4	brazier floor (102)	102			Data\Global\Objects	FB	ON	HTH		LIT							LIT										0
3	2	5	torch 1 tiki (37)	37			Data\Global\Objects	TO	ON	HTH		LIT																	0
3	2	6	"Fire, small (160)"	160			Data\Global\Objects	FX	NU	HTH		LIT																	0
3	2	7	"Fire, medium (161)"	161			Data\Global\Objects	FY	NU	HTH		LIT																	0
3	2	8	"Fire, large (162)"	162			Data\Global\Objects	FZ	ON	HTH		LIT																	0
3	2	9	"Armor Stand, 1 R (104)"	104			Data\Global\Objects	A3	NU	HTH		LIT																	0
3	2	10	"Armor Stand, 2 L (105)"	105			Data\Global\Objects	A4	NU	HTH		LIT																	0
3	2	11	"Weapon Rack, 1 R (106)"	106			Data\Global\Objects	W1	NU	HTH		LIT																	0
3	2	12	"Weapon Rack, 2 L (107)"	107			Data\Global\Objects	W2	NU	HTH		LIT																	0
3	2	13	"Stair, L altar to underground (194)"	194			Data\Global\Objects	9C	OP	HTH		LIT																	0
3	2	14	"Stair, R altar to underground (195)"	195			Data\Global\Objects	SV	OP	HTH		LIT																	0
3	2	15	Lam Esen's Tome (193)	193			Data\Global\Objects	AB	NU	HTH		LIT																	0
3	2	16	water rocks 1 (207)	207			Data\Global\Objects	RW	NU	HTH		LIT																	0
3	2	17	water rocks girl 1 (211)	211			Data\Global\Objects	WB	NU	HTH		LIT																	0
3	2	18	water logs 1 (210)	210			Data\Global\Objects	LW	NU	HTH		LIT																	0
3	2	19	water log bigger 1 (234)	234			Data\Global\Objects	QY	NU	HTH		LIT																	0
3	2	20	water rocks 2 (214)	214			Data\Global\Objects	WC	NU	HTH		LIT																	0
3	2	21	water rocks girl 2 (215)	215			Data\Global\Objects	WE	NU	HTH		LIT																	0
3	2	22	water logs 2 (213)	213			Data\Global\Objects	WD	NU	HTH		LIT																	0
3	2	23	water log bigger 2 (228)	228			Data\Global\Objects	QW	NU	HTH		LIT																	0
3	2	24	water rocks 3 (216)	216			Data\Global\Objects	WY	NU	HTH		LIT																	0
3	2	25	water rocks girl 3 (227)	227			Data\Global\Objects	QX	NU	HTH		LIT																	0
3	2	26	water logs 3 (217)	217			Data\Global\Objects	LX	NU	HTH		LIT																	0
3	2	27	water log bigger 3 (235)	235			Data\Global\Objects	QZ	NU	HTH		LIT																	0
3	2	28	web between 2 trees L (218)	218			Data\Global\Objects	W3	NU	HTH		LIT							LIT										0
3	2	29	web between 2 trees R (219)	219			Data\Global\Objects	W4	NU	HTH		LIT							LIT										0
3	2	30	web around 1 tree L (220)	220			Data\Global\Objects	W5	NU	HTH		LIT							LIT										0
3	2	31	web around 1 tree R (221)	221			Data\Global\Objects	W6	NU	HTH		LIT							LIT										0
3	2	32	"Cocoon, living (223)"	223			Data\Global\Objects	CN	NU	HTH		LIT																	0
3	2	33	"Cocoon, static (224)"	224			Data\Global\Objects	CC	NU	HTH		LIT																	0
3	2	34	Your Private Stash (267)	267			Data\Global\Objects	B6	NU	HTH		LIT																	0
3	2	35	gold placeholder (269)	269			Data\Global\Objects	1G	NU	HTH		LIT																	0
3	2	36	-581	581																									0
3	2	37	"Shrine, jungle heal well (170)"	170			Data\Global\Objects	JH	OP	HTH		LIT																	0
3	2	38	"Magic Shrine, sewer (325)"	325			Data\Global\Objects	QN	NU	HTH		LIT							LIT										0
3	2	39	"Shrine, jungle 1 (184)"	184			Data\Global\Objects	JY	NU	HTH		LIT							LIT										0
3	2	40	"Shrine, jungle 2 (190)"	190			Data\Global\Objects	JS	NU	HTH		LIT							LIT										0
3	2	41	"Shrine, jungle 3 (191)"	191			Data\Global\Objects	JR	NU	HTH		LIT							LIT										0
3	2	42	"Shrine, jungle 4 (197)"	197			Data\Global\Objects	JQ	NU	HTH		LIT							LIT										0
3	2	43	"Shrine, mephisto 1 (199)"	199			Data\Global\Objects	MZ	NU	HTH		LIT							LIT										0
3	2	44	"Shrine, mephisto 2 (200)"	200			Data\Global\Objects	MY	NU	HTH		LIT							LIT										0
3	2	45	"Shrine, mephisto 3 (201)"	201			Data\Global\Objects	MX	NU	HTH		LIT							LIT										0
3	2	46	"Shrine, mephisto mana (202)"	202			Data\Global\Objects	MW	OP	HTH		LIT							LIT										0
3	2	47	"Shrine, mephisto health (206)"	206			Data\Global\Objects	MR	OP	HTH		LIT							LIT										0
3	2	48	"Shrine, mana dungeon (278)"	278			Data\Global\Objects	DE	OP	HTH		LIT																	0
3	2	49	dummy shrine health dungeon (120)	120			Data\Global\Objects	DJ	OP	HTH		LIT																	0
3	2	50	"Well, pool wilderness (130)"	130			Data\Global\Objects	ZW	NU	HTH		LIT																	0
3	2	51	"Dead Body, sewer (326)"	326			Data\Global\Objects	QO	OP	HTH		LIT																	0
3	2	52	Skeleton (158)	158			Data\Global\Objects	CP	OP	HTH		LIT																	0
3	2	53	"Corpse, villager 1 (271)"	271			Data\Global\Objects	DG	OP	HTH		LIT																	0
3	2	54	"Corpse, villager 2 (272)"	272			Data\Global\Objects	DF	OP	HTH		LIT																	0
3	2	55	torch 1 (327)	327			Data\Global\Objects	V1	NU	HTH		LIT							LIT										0
3	2	56	torch 2 (328)	328			Data\Global\Objects	V2	NU	HTH		LIT							LIT										0
3	2	57	"Chest, Mephisto L Large (329)"	329			Data\Global\Objects	XB	OP	HTH		LIT																	0
3	2	58	"Chest, Mephisto R Large (330)"	330			Data\Global\Objects	XC	OP	HTH		LIT																	0
3	2	59	"Chest, Mephisto L Med (331)"	331			Data\Global\Objects	XD	OP	HTH		LIT																	0
3	2	60	"Chest, Mephisto R Med (332)"	332			Data\Global\Objects	XE	OP	HTH		LIT																	0
3	2	61	"Chest, spider lair L Large (333)"	333			Data\Global\Objects	XF	OP	HTH		LIT																	0
3	2	62	"Chest, spider lair L Tall (334)"	334			Data\Global\Objects	XG	OP	HTH		LIT																	0
3	2	63	"Chest, spider lair R Med (335)"	335			Data\Global\Objects	XH	OP	HTH		LIT																	0
3	2	64	"Chest, spider lair R Tall (336)"	336			Data\Global\Objects	XI	OP	HTH		LIT																	0
3	2	65	"Chest, R Large (5)"	5			Data\Global\Objects	L1	OP	HTH		LIT																	0
3	2	66	"Chest, L Large (6)"	6			Data\Global\Objects	L2	OP	HTH		LIT																	0
3	2	67	"Chest, L Med (176)"	176			Data\Global\Objects	C8	OP	HTH		LIT																	0
3	2	68	"Chest, general L (240)"	240			Data\Global\Objects	CY	OP	HTH		LIT																	0
3	2	69	"Chest, general R (241)"	241			Data\Global\Objects	CX	OP	HTH		LIT																	0
3	2	70	"Chest, jungle (181)"	181			Data\Global\Objects	JC	OP	HTH		LIT																	0
3	2	71	"Chest, L Med jungle (183)"	183			Data\Global\Objects	JZ	OP	HTH		LIT																	0
3	2	72	"Rat's Nest, sewers (246)"	246			Data\Global\Objects	RA	OP	HTH		LIT																	0
3	2	73	"Stash, jungle 1 (185)"	185			Data\Global\Objects	JX	OP	HTH		LIT																	0
3	2	74	"Stash, jungle 2 (186)"	186			Data\Global\Objects	JW	OP	HTH		LIT																	0
3	2	75	"Stash, jungle 3 (187)"	187			Data\Global\Objects	JV	OP	HTH		LIT																	0
3	2	76	"Stash, jungle 4 (188)"	188			Data\Global\Objects	JU	OP	HTH		LIT																	0
3	2	77	"Stash, Mephisto lair (203)"	203			Data\Global\Objects	MV	OP	HTH		LIT																	0
3	2	78	"Stash, box (204)"	204			Data\Global\Objects	MU	OP	HTH		LIT																	0
3	2	79	"Stash, altar (205)"	205			Data\Global\Objects	MT	OP	HTH		LIT																	0
3	2	80	"Basket, 1 say 'not here' (208)"	208			Data\Global\Objects	BD	OP	HTH		LIT																	0
3	2	81	"Basket, 2 say 'not here' (209)"	209			Data\Global\Objects	BJ	OP	HTH		LIT																	0
3	2	82	Hollow Log (169)	169			Data\Global\Objects	CZ	NU	HTH		LIT																	0
3	2	83	"Waypoint, sewer (323)"	323			Data\Global\Objects	QM	ON	HTH		LIT							LIT										0
3	2	84	"Waypoint, Travincal (324)"	324			Data\Global\Objects	QL	ON	HTH		LIT							LIT										0
3	2	85	"a Trap, test data floortrap (196)"	196			Data\Global\Objects	A5	OP	HTH		LIT																	0
3	2	86	bubbles in water (212)	212			Data\Global\Objects	YB	NU	HTH		LIT																	0
3	2	87	Skullpile (225)	225			Data\Global\Objects	IB	OP	HTH		LIT																	0
3	2	88	"Rat's Nest, sewers (244)"	244			Data\Global\Objects	RN	OP	HTH		LIT																	0
3	2	89	helllight source 1 (351)	351																									0
3	2	90	helllight source 2 (352)	352																									0
3	2	91	helllight source 3 (353)	353																									0
3	2	92	"Rock Pile, dungeon (360)"	360			Data\Global\Objects	XN	OP	HTH		LIT																	0
3	2	93	"Magic Shrine, dungeon (361)"	361			Data\Global\Objects	XO	OP	HTH		LIT							LIT										0
3	2	94	"Basket, dungeon (362)"	362			Data\Global\Objects	XP	OP	HTH		LIT																	0
3	2	95	"Casket, dungeon (365)"	365			Data\Global\Objects	VB	OP	HTH		LIT																	0
3	2	96	Gidbinn Altar (251)	251			Data\Global\Objects	GA	ON	HTH		LIT							LIT										0
3	2	97	"Gidbinn, decoy (252)"	252			Data\Global\Objects	GD	ON	HTH		LIT							LIT										0
3	2	98	"Basket, 1 (208)"	208			Data\Global\Objects	BD	OP	HTH		LIT																	0
3	2	99	brazier celler (283)	283			Data\Global\Objects	BI	NU	HTH		LIT							LIT										0
3	2	100	Sewer Lever (367)	367			Data\Global\Objects	VF	OP	HTH		LIT																	0
3	2	101	Sewer Stairs (366)	366			Data\Global\Objects	VE	OP	HTH		LIT																	0
3	2	102	Dark Wanderer (368)	368																									0
3	2	103	Mephisto bridge (341)	341			Data\Global\Objects	XJ	ON	HTH		LIT																	0
3	2	104	Portal to hellgate (342)	342			Data\Global\Objects	1Y	ON	HTH		LIT								LIT	LIT								0
3	2	105	"Shrine, mana well kurast (343)"	343			Data\Global\Objects	XL	OP	HTH		LIT																	0
3	2	106	"Shrine, health well kurast (344)"	344			Data\Global\Objects	XM	OP	HTH		LIT																	0
3	2	107	fog water (374)	374			Data\Global\Objects	UD	NU	HTH		LIT																	0
3	2	108	torch town (370)	370			Data\Global\Objects	VG	NU	HTH		LIT							LIT										0
3	2	109	Hratli start (378)	378		1	Data\Global\Monsters	HR	NU	HTH		LIT																	0
3	2	110	Hratli end (379)	379		7	Data\Global\Monsters	HR	NU	HTH		LIT																	0
3	2	111	stairs of Compelling Orb (386)	386			Data\Global\Objects	SV	OP	HTH		LIT																	0
3	2	112	"Chest, sparkly (397)"	397			Data\Global\Objects	YF	OP	HTH		LIT																	0
3	2	113	"Chest, Khalim's Heart (405)"	405			Data\Global\Objects	XK	OP	HTH		LIT																	0
3	2	114	"Chest, Khalim's Eye (407)"	407			Data\Global\Objects	XK	OP	HTH		LIT																	0
3	2	115	"Chest, Khalim's Brain (406)"	406			Data\Global\Objects	XK	OP	HTH		LIT																	0
3	2	116	0	0																									0
3	2	117	0	0																									0
3	2	118	0	0																									0
3	2	119	0	0																									0
3	2	120	0	0																									0
3	2	121	0	0																									0
3	2	122	0	0																									0
3	2	123	0	0																									0
3	2	124	0	0																									0
3	2	125	0	0																									0
3	2	126	0	0																									0
3	2	127	0	0																									0
3	2	128	0	0																									0
3	2	129	0	0																									0
3	2	130	0	0																									0
3	2	131	0	0																									0
3	2	132	0	0																									0
3	2	133	0	0																									0
3	2	134	0	0																									0
3	2	135	0	0																									0
3	2	136	0	0																									0
3	2	137	0	0																									0
3	2	138	0	0																									0
3	2	139	0	0																									0
3	2	140	0	0																									0
3	2	141	0	0																									0
3	2	142	0	0																									0
3	2	143	0	0																									0
3	2	144	0	0																									0
3	2	145	0	0																									0
3	2	146	0	0																									0
3	2	147	0	0																									0
3	2	148	0	0																									0
3	2	149	0	0																									0
4	1	0	2-4 champion monsters(random)																										0
4	1	1	"# a trap, Charged Bolt"																										0
4	1	2	"# a trap, Arrow"																										0
4	1	3	# health shrine																										0
4	1	4	health shrine																										0
4	1	5	# health shrine																										0
4	1	6	# ?																										0
4	1	7	Tyrael				Data\Global\Monsters	TY	NU	HTH		LIT		LIT	LIT														0
4	1	8	stained glass 1				Data\Global\Monsters	VJ	DT	HTH		LIT							S1										0
4	1	9	stained glass 2				Data\Global\Monsters	VH	DT	HTH		LIT							S1										0
4	1	10	Jamella				Data\Global\Monsters	JA	NU	HTH		LIT																	0
4	1	11	Halbu				Data\Global\Monsters	20	NU	HTH		LIT																	0
4	1	12	hellmeteor																										0
4	1	13	Izual			6	Data\Global\Monsters	22	NU	HTH		LIT																	0
4	1	14	# Diablo			1	Data\Global\Monsters	DI	NU	HTH		LIT	LIT	LIT	LIT														0
4	1	15	# Dark Wing																										0
4	1	16	# The Tormentor																										0
4	1	17	# Taintbreeder																										0
4	1	18	# Riftwraith the Cannibal																										0
4	1	19	# Infector of Souls																										0
4	1	20	# Lord de Sies																										0
4	1	21	# Grand Vizier of Chaos																										0
4	1	22	trapped soul 1				Data\Global\Monsters	10	NU	HTH		LIT																	0
4	1	23	trapped soul 2				Data\Global\Monsters	13	S1	HTH		LIT																	0
4	1	24	maw fiend			6	Data\Global\Monsters	CS	NU	HTH		LIT																	0
4	1	25	Cain				Data\Global\Monsters	4D	NU	HTH		LIT																	0
4	1	26	Hadriel				Data\Global\Monsters	36	NU	HTH		LIT							LIT										0
4	1	27	Hephasto																										0
4	1	28	# skeleton enemy																										0
4	1	29	?																										0
4	1	30	?																										0
4	1	31	?																										0
4	1	32	?																										0
4	1	33	?																										0
4	1	34	?																										0
4	1	35	?																										0
4	1	36	?																										0
4	1	37	?																										0
4	1	38	?																										0
4	1	39	?																										0
4	1	40	?																										0
4	1	41	?																										0
4	1	42	?																										0
4	1	43	?																										0
4	1	44	?																										0
4	1	45	?																										0
4	1	46	?																										0
4	1	47	?																										0
4	1	48	?																										0
4	1	49	?																										0
4	1	50	?																										0
4	1	51	?																										0
4	1	52	?																										0
4	1	53	?																										0
4	1	54	?																										0
4	1	55	?																										0
4	1	56	?																										0
4	1	57	?																										0
4	1	58	?																										0
4	1	59	?																										0
4	2	0	Waypoint (238)	238			Data\Global\Objects	WV	ON	HTH		LIT							LIT										0
4	2	1	-580	580																									0
4	2	2	Your Private Stash (267)	267			Data\Global\Objects	B6	NU	HTH		LIT																	0
4	2	3	gold placeholder (269)	269			Data\Global\Objects	1G	NU	HTH		LIT																	0
4	2	4	-581	581																									0
4	2	5	-573	573																									0
4	2	6	-573	573																									0
4	2	7	-573	573																									0
4	2	8	hell fire 1 (345)	345			Data\Global\Objects	E3	NU	HTH		LIT																	0
4	2	9	hell fire 2 (346)	346			Data\Global\Objects	E4	NU	HTH		LIT																	0
4	2	10	hell fire 3 (347)	347			Data\Global\Objects	E5	NU	HTH		LIT																	0
4	2	11	hell lava 1 (348)	348			Data\Global\Objects	E6	NU	HTH		LIT																	0
4	2	12	hell lava 2 (349)	349			Data\Global\Objects	E7	NU	HTH		LIT																	0
4	2	13	hell lava 3 (350)	350			Data\Global\Objects	E8	NU	HTH		LIT																	0
4	2	14	hell light source 1 (351)	351																									0
4	2	15	hell light source 2 (352)	352																									0
4	2	16	hell light source 3 (353)	353																									0
4	2	17	"Fire, hell brazier 1 (358)"	358			Data\Global\Objects	E1	NU	HTH	LIT	LIT																	0
4	2	18	"Fire, hell brazier 2 (359)"	359			Data\Global\Objects	E2	NU	HTH	LIT	LIT																	0
4	2	19	Hung Skeleton (363)	363			Data\Global\Objects	XQ	OP	HTH		LIT																	0
4	2	20	skeleton rising from lava L (259)	259			Data\Global\Objects	QS	OP	HTH		LIT							LIT										0
4	2	21	skeleton rising from lava R (373)	373			Data\Global\Objects	QT	OP	HTH		LIT							LIT										0
4	2	22	Bone Chest (372)	372			Data\Global\Objects	Y1	OP	HTH		LIT																	0
4	2	23	fog water (374)	374			Data\Global\Objects	UD	NU	HTH		LIT																	0
4	2	24	"Shrine, hell well (236)"	236			Data\Global\Objects	HO	OP	HTH		LIT							LIT										0
4	2	25	"Shrine, mana well (249)"	249			Data\Global\Objects	HN	OP	HTH		LIT							LIT										0
4	2	26	"Shrine, outer hell 1 (226)"	226			Data\Global\Objects	IA	OP	HTH		LIT							LIT										0
4	2	27	"Shrine, outer hell 2 (231)"	231			Data\Global\Objects	HT	OP	HTH		LIT							LIT										0
4	2	28	"Shrine, outer hell 3 (232)"	232			Data\Global\Objects	HQ	OP	HTH		LIT							LIT										0
4	2	29	"Shrine, mana inner hell (93)"	93			Data\Global\Objects	IZ	OP	HTH		LIT							LIT										0
4	2	30	"Shrine, inner hell 1 (97)"	97			Data\Global\Objects	IX	OP	HTH		LIT							LIT										0
4	2	31	"Shrine, inner hell 2 (123)"	123			Data\Global\Objects	IW	OP	HTH		LIT							LIT										0
4	2	32	"Shrine, inner hell 3 (124)"	124			Data\Global\Objects	IV	OP	HTH		LIT							LIT										0
