Name	Id	Pal	Act	Layer	SizeX	SizeY	OffsetX	OffsetY	Depend	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonDen	MonUMin	MonUMax	MonWndr	MonSpcWalk	Mtot	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	Utot	U1	U2	U3	U4	U5	U6	U7	U8	U9	U10	U11	U12	U13	U14	U15	U16	U17	U18	U19	U20	U21	U22	U23	U24	U25	C1	C2	C3	C4	C5	CA1	CA2	CA3	CA4	CA5	CD1	CD2	CD3	CD4	CD5	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 1 - Courtyard 2	32	0	0	0	18	20	4000	1000	0	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	31	33	0	0	0	0	0	0	14	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	10	43	76	720	0	1	1	0	3	22	163	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	163	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	Inner Cloister	To The Inner Cloister	A1L33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Act 1 - Cathedral	33	0	0	0	28	34	-4	-34	32	0	0	0	1	1	1	0	1	2	9	-1	-1	-1	-1	32	34	0	0	0	0	0	0	-1	15	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	11	44	77	680	1	2	1	0	3	11	39	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	39	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	0	0	0	30	30	0	0	0	0	0	0	0	0	0	9	255	Cathedral	To The Cathedral	A1L34	16	3	50	17	0	0	0	0	35	45	3	3	0	0	0	0	1
Act 1 - Catacombs 1	34	0	0	21	200	200	4500	1000	0	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	33	35	0	0	0	0	0	0	16	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	44	77	680	1	2	1	0	3	11	61	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	61	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	0	0	0	30	30	0	0	0	0	0	0	0	0	60	10	255	Catacombs Level 1	To The Catacombs Level 1	A1L35	16	3	14	17	0	0	0	0	40	45	15	3	0	0	0	0	1
Act 1 - Catacombs 2	35	0	0	22	200	200	4500	1300	0	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	34	36	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	44	77	680	1	2	1	0	3	11	61	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	61	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	0	0	0	30	30	0	0	0	0	0	0	0	0	60	10	8	Catacombs Level 2	To The Catacombs Level 2	A1L36	16	3	14	17	0	0	0	0	45	45	17	3	0	0	0	0	1
Act 1 - Catacombs 3	36	0	0	23	200	200	4500	1600	0	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	35	37	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	45	78	680	1	2	1	0	3	7	10	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	10	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	0	0	0	30	30	0	0	0	0	0	0	0	0	60	10	255	Catacombs Level 3	To The Catacombs Level 3	A1L37	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	1
Act 1 - Catacombs 4	37	0	0	24	22	31	4500	1900	0	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	36	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	45	78	680	1	2	1	0	2	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	0	0	0	30	30	0	0	0	0	0	0	0	0	60	10	255	Catacombs Level 4	To The Catacombs Level 4	A1L38	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	1
Act 1 - Tristram	38	0	0	25	43	48	5000	1000	0	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	2025	6	39	72	520	1	2	0	0	4	1	54	59	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	54	59	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	255	Tristram	To Tristram	A1L39	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0	1
Act 1 - Moo Moo Farm	39	0	0	26	80	80	5000	1148	0	1	0	0	0	1	1	0	0	3	2	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	61	94	800	0	1	1	0	3	391	391	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	391	391	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	255	Moo Moo Farm	To The Moo Moo Farm	A1L40	1	38	33	34	0	0	0	0	5	35	35	35	0	0	0	0	0
Act 2 - Town	40	1	1	27	56	56	1000	1000	0	0	0	0	0	1	1	1	0	2	12	-1	-1	-1	-1	0	0	47	47	50	0	0	0	-1	-1	19	20	24	-1	-1	-1	0	0	0	0	1	1	0	0	2025	0	33	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	12	9	Lut Gholein	To Lut Gholein	A2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Desert 1	41	1	1	27	80	80	-1	-1	0	0	0	0	0	1	1	1	0	3	16	9	0	7	8	55	55	55	55	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	14	47	80	880	1	2	1	0	5	78	83	91	110	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	78	83	91	110	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	13	255	Rocky Waste	To The Rocky Waste	A2L2	30	24	32	37	36	0	0	0	15	30	15	40	40	0	0	0	0
Act 2 - Desert 2	42	1	1	27	80	80	-1	-1	0	0	0	0	0	1	1	1	0	3	16	9	1	7	8	56	56	56	56	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	15	48	81	880	1	2	1	0	4	79	84	111	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	79	84	111	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	13	11	Dry Hills	To The Dry Hills	A2L3	30	24	32	37	36	0	0	0	15	30	14	40	40	0	0	0	0
Act 2 - Desert 3	43	1	1	27	80	80	-1	-1	0	0	0	0	0	1	1	1	0	3	16	9	2	7	8	0	0	0	0	62	0	0	0	-1	-1	-1	-1	47	-1	-1	-1	0	0	0	0	1	0	1	0	2025	16	49	82	880	1	2	1	0	5	17	68	87	92	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	68	87	92	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	13	13	Far Oasis	To The Far Oasis	A2L4	30	24	32	37	36	0	0	0	15	30	13	40	40	0	0	0	0
Act 2 - Desert 4	44	1	1	27	80	80	-1	-1	0	0	0	0	0	1	1	1	0	3	16	9	3	7	8	0	0	65	0	0	0	0	0	-1	-1	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3800	17	50	83	880	1	2	1	0	5	9	30	80	85	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	30	80	85	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	13	14	Lost City	To The Lost City	A2L5	30	24	32	37	36	0	0	0	15	30	12	40	40	0	0	0	0
Act 2 - Desert 5	45	1	1	27	32	32	-1	-1	0	0	0	0	0	1	1	1	0	3	16	-1	-1	-1	8	0	58	0	0	0	0	0	0	-1	37	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	18	51	84	880	1	2	1	0	6	74	74	75	75	98	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	74	74	75	75	98	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	13	255	Valley of Snakes	To The Valley of Snakes	A2L6	30	24	32	37	36	0	0	0	15	30	11	40	40	0	0	0	0
Act 2 - Valley of the Kings	46	1	1	28	80	80	2500	1000	0	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	66	67	68	69	70	71	72	-1	38	39	40	41	42	43	44	0	0	0	0	1	1	1	0	3800	16	49	82	880	0	0	1	0	5	26	70	86	94	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	70	86	94	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	14	17	Canyon of the Magi	To The Canyon of the Magi	A2L7	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0	0
Act 2 - Sewer 1 A	47	1	1	29	200	200	1500	1000	0	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	40	40	48	0	0	0	0	0	22	21	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	100	13	46	79	680	0	1	1	0	4	3	29	96	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	29	96	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	100	20	0	0	0	0	0	0	0	0	15	255	Sewers Level 1	To The Sewers Level 1	A2L8	32	26	5	0	0	0	0	0	10	10	10	0	0	0	0	0	0
Act 2 - Sewer 1 B	48	1	1	30	200	200	1500	1300	0	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	47	0	49	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	13	46	79	680	0	1	1	0	4	3	29	96	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	29	96	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	100	20	0	0	0	0	0	0	0	0	15	10	Sewers Level 2	To The Sewers Level 2	A2L9	32	26	5	0	0	0	0	0	12	12	12	0	0	0	0	0	0
Act 2 - Sewer 1 C	49	1	1	31	200	200	1500	1600	0	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	48	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	14	47	80	680	0	1	1	0	4	3	83	96	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	83	96	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	100	20	0	0	0	0	0	0	0	0	15	255	Sewers Level 3	To The Sewers Level 3	A2L10	32	26	5	0	0	0	0	0	15	15	15	0	0	0	0	0	0
Act 2 - Harem	50	1	1	32	16	19	2000	1000	0	0	0	0	1	1	1	0	1	2	14	-1	-1	-1	-1	40	0	51	51	0	0	0	0	25	-1	28	29	-1	-1	-1	-1	128	255	255	255	0	0	0	0	2025	0	33	66	2200	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	16	255	Harem Level 1	To The Harem Level 1	A2L11	56	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Act 2 - Corrupt Harem 1	51	1	1	33	100	100	2000	1119	0	0	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	50	50	52	52	0	0	0	0	26	27	28	29	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	46	79	2200	0	0	1	0	5	31	48	174	186	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	48	174	186	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	17	255	Harem Level 2	To The Harem Level 2	A2L12	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0	0
Act 2 - Basement 1	52	1	1	34	100	100	2000	1319	0	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	51	51	53	53	0	0	0	0	26	27	32	32	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	46	79	2200	0	1	1	1	5	31	48	174	186	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	48	174	186	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	18	15	Palace Cellar Level 1 	To The Palace Cellar Level 1 	A2L13	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 2	53	1	1	35	100	100	2000	1519	0	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	52	52	54	54	0	0	0	0	30	31	32	32	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	13	46	79	2200	0	1	1	1	5	31	48	174	186	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	48	174	186	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	18	255	Palace Cellar Level 2	To The Palace Cellar Level 2	A2L14	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 3	54	1	1	36	100	100	2000	1719	0	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	53	53	0	0	0	0	0	0	30	31	-1	-1	-1	-1	-1	-1	0	255	255	255	1	1	1	0	2025	13	46	79	2200	0	1	1	1	5	31	48	174	186	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	48	174	186	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	18	255	Palace Cellar Level 3	To The Palace Cellar Level 3	A2L15	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Tomb 1 A	55	1	1	37	200	200	3000	1000	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	41	0	0	0	59	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	45	78	2200	0	1	1	0	3	4	91	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	91	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	19	255	Stony Tomb Level 1	To The Stony Tomb Level 1	A2L16	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 2 A	56	1	1	38	200	200	3000	1300	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	42	0	0	0	57	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	45	78	2200	0	1	1	0	5	97	101	101	136	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	97	101	101	136	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	19	255	Halls of the Dead Level 1	To The Halls of the Dead Level 1	A2L17	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 2 B	57	1	1	39	200	200	3000	1600	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	56	0	0	0	60	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	46	79	2200	0	1	1	0	5	97	101	101	136	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	97	101	101	136	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	19	12	Halls of the Dead Level 2	To The Halls of the Dead Level 2	A2L18	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 3 A	58	1	1	40	200	200	3000	1900	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	45	0	0	0	61	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	47	80	2200	0	1	1	0	6	74	74	75	75	98	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	74	74	75	75	98	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	19	255	Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	A2L19	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 1 Treasure	59	1	1	41	200	200	3000	2200	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	55	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	45	78	2200	0	1	1	0	3	4	91	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	91	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	19	255	Stony Tomb Level 2	To The Stony Tomb Level 2	A2L20	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 2 Treasure	60	1	1	42	200	200	3000	2500	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	57	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	46	79	2200	0	1	1	0	5	97	101	101	136	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	97	101	101	136	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	19	255	Halls of the Dead Level 3	To The Halls of the Dead Level 3	A2L21	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 3 Treasure	61	1	1	43	200	200	3000	2800	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	58	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	47	80	2200	0	1	1	0	6	74	74	75	75	98	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	74	74	75	75	98	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	60	19	255	Claw Viper Temple Level 2	To The Claw Viper Temple Level 2	A2L22	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Lair 1 A	62	1	1	44	200	200	3500	1000	0	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	43	63	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	990	0	2	1	0	5	68	69	88	92	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	68	69	88	92	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	20	255	Maggot Lair Level 1	To The Maggot Lair Level 1	A2L23	35	29	0	0	0	0	0	0	50	35	0	0	0	0	0	0	0
Act 2 - Lair 1 B	63	1	1	45	200	200	3500	1300	0	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	62	64	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	990	0	2	1	0	5	68	69	88	92	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	68	69	88	92	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	20	255	Maggot Lair Level 2	To The Maggot Lair Level 2	A2L24	35	29	0	0	0	0	0	0	65	35	0	0	0	0	0	0	0
Act 2 - Lair 1 Treasure	64	1	1	46	200	200	3500	1600	0	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	63	0	0	0	0	0	0	0	48	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	990	0	2	1	0	5	68	69	88	92	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	68	69	88	92	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	20	255	Maggot Lair Level 3	To The Maggot Lair Level 3	A2L25	35	29	0	0	0	0	0	0	80	55	0	0	0	0	0	0	0
Act 2 - Sewer 2 A	65	1	1	47	200	200	4000	1000	0	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	44	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	680	0	2	1	0	4	9	31	98	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	31	98	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	100	20	0	0	0	0	0	0	0	8	15	255	Ancient Tunnels	To The Ancient Tunnels	A2L26	29	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
