Name	description - not loaded	Id	Token	SpawnMax	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	TrapProb	SizeX	SizeY	nTgtFX	nTgtFY	nTgtBX	nTgtBY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	Trans	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	OperateRange	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Parm5	Parm6	Parm7	Act	Lockable	Gore	Sync	Flicker	Damage	Beta	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
Dummy	Standard2	36	N2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	10	10	10	10	10	10	10	128	256	256	256	256	256	256	256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Torch1 Tiki	37	TO	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	10	20	20	20	20	20	10	200	200	200	256	256	256	256	256	0	0	1	0	0	0	0	0	0	19	19	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-85	0	2	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	100	1	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0
Dummy	Torch2 Wall	38	WT	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	10	10	10	10	10	10	10	256	256	256	256	256	256	256	256	0	1	1	0	0	0	0	0	17	19	19	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	5	2	0	1	0	0	0	1	100	1	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0
fire	RogueBonfire	39	RB	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	10	20	20	20	10	10	10	10	128	256	256	256	256	256	256	256	1	1	1	0	0	0	0	0	0	19	19	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	6	2	0	1	0	0	0	1	100	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Dummy	River1	40	R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	128	256	256	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-9	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	River2	41	R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	128	256	256	256	256	256	256	256	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-9	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	River3	42	R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	128	256	256	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-9	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	River4	43	R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	128	256	256	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-9	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	River5	44	R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	8	1	8	8	128	256	256	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-9	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AmbientSound	ambient sound generator	45	S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Crate	Crate	46	CT	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	9	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	-45	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	14	5	0	0	0	0	1	0	0
Door	Andariel's Door	47	AD	0	1	0	1	0	1	1	1	1	0	7	1	0	0	0	0	1	4	1	4	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	2	2	2	2	2	2	2	2	0	1	1	1	1	1	1	1	0	1	1	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	6	0	1	-20	-80	40	40	0	0	0	0	1	0	0	1	0	100	1	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Dummy	RogueTorch	48	T1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	9	9	9	9	9	9	9	9	256	256	256	256	256	256	256	256	1	1	1	1	1	1	1	1	19	19	19	17	17	17	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	5	2	0	1	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	RogueTorch	49	T2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	9	9	9	9	9	9	9	9	256	256	256	256	256	256	256	256	1	1	1	1	1	1	1	1	19	19	19	17	17	17	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	5	2	0	1	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casket	CasketR	50	C1	1	1	0	0	0	0	0	0	0	0	5	3	0	3	0	0	1	4	1	1	1	1	1	1	256	80	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	9	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-70	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Casket	CasketL	51	C2	1	1	0	0	0	0	0	0	0	0	3	5	3	0	0	0	1	4	1	1	1	1	1	1	256	80	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-70	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Urn	Urn #3	52	U3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	9	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-45	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
Casket	Casket	53	C4	1	1	0	0	0	0	0	0	0	0	5	3	0	3	0	0	1	4	1	1	1	1	1	1	256	80	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	4	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	5	5	-90	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
RogueCorpse	Rogue corpse 1	54	Z1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	100	1	0	0	0	0	0	0	14	6	0	0	1	0	2	0	0
RogueCorpse	Rogue corpse 2	55	Z2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	100	1	0	0	0	0	0	0	14	6	0	0	1	0	2	0	0
RogueCorpse	rolling rogue corpse	56	Z5	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	7	1	0	0	0	0	0	192	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	100	1	0	0	0	0	0	0	14	6	0	0	1	0	2	0	0
CorpseOnStick	rogue on a stick 1	57	Z3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	9	1	0	0	0	0	0	192	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-100	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	100	1	0	0	0	0	0	0	14	7	0	0	1	0	0	0	0
CorpseOnStick	rogue on a stick 2	58	Z4	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	9	1	0	0	0	0	0	192	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-100	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	100	1	0	0	0	0	0	0	14	7	0	0	1	0	0	0	0
Portal	Town portal	59	TP	0	0	0	1	0	0	0	0	0	0	4	4	0	0	0	0	0	15	15	15	0	0	0	0	200	200	200	200	0	0	0	0	0	0	1	0	0	0	0	0	0	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	120	120	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	-70	0	2	0	0	0	0	0	0	0	5	2	0	15	0	0	1	1	100	1	0	1	-40	-100	80	110	15	0	11	0	0	0	0	0	0
Portal	Permanent town portal	60	PP	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	15	15	15	0	0	0	0	200	200	200	200	0	0	0	0	0	0	1	0	0	0	0	0	0	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	255	120	120	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	-70	0	2	0	1	0	0	0	0	0	5	2	0	15	0	0	1	1	100	1	0	1	-40	-100	80	110	15	0	12	0	0	0	0	0	0
Dummy	Invisible object	61	SS	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Door	Door Cathedral Left	62	D9	0	1	0	1	0	1	1	1	1	0	1	4	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	0	1	1	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1	6	0	1	-20	-80	40	40	0	0	0	0	1	0	0	1	0	100	1	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Door	Door Cathedral Right	63	DA	0	1	0	1	0	1	1	1	1	0	4	1	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	0	1	1	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1	6	0	1	-20	-80	40	40	0	0	0	0	1	0	0	1	0	100	1	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Door	Door Wooden Left #2	64	DB	0	1	0	1	0	1	1	1	1	0	1	4	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	0	4	-1	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1	6	0	1	-20	-80	40	40	0	0	0	0	1	0	0	1	0	100	1	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Dummy	invisible river sound1	65	X1	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	invisible river sound2	66	X2	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	ripple	67	1R	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	0	0	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Dummy	ripple	68	2R	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	0	0	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Dummy	ripple	69	3R	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	0	0	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Dummy	ripple	70	4R	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	0	0	0	0	0	0	0	128	128	128	128	128	128	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Dummy	forest night sound #1	71	F1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	forest night sound #2	72	F2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	yeti dung	73	YD	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trap Door	Trap Door	74	TD	0	1	0	1	0	0	0	0	0	0	3	3	0	0	0	0	1	1	1	1	0	0	0	0	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	16	0	0	0	0	0	2	1	223
